Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_mf	GOMF_STEROID_HYDROXYLASE_ACTIVITY	22	3	0.0006919721679827655	0.03606396122545472	CYP3A5:CYP3A43:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_STEROID_HYDROXYLASE_ACTIVITY
GO_mf	GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY	6	2	0.0009332400910641341	0.04697677088558643	SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY
GO_mf	GOMF_SEQUENCE_SPECIFIC_DNA_BINDING	1503	24	0.0009543813498200404	0.04697677088558643	ZBTB18:DNMT3A:FOXP1:PGBD1:FOXP4:MLXIPL:CPSF4:ZNF394:ZKSCAN5:ZSCAN25:ZKSCAN1:FOXP2:ZNF483:NKX6-2:ZNF215:GABPB1:TELO2:ZSCAN32:NFAT5:MLX:ZNF397:ZBTB21:FOXR2:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_SEQUENCE_SPECIFIC_DNA_BINDING
GO_mf	GOMF_NAD_BINDING	55	4	0.0009809868355587763	0.04698131547595004	ADH4:ALDH1A1:ALDH2:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_NAD_BINDING
GO_mf	GOMF_PURINE_NUCLEOTIDE_BINDING	1878	28	0.0010205421667036933	0.047589492615761696	PKLR:FMO3:TP53I3:TXK:ABCG2:ADH4:GRK6:DNAH8:KIFC2:ALDH1A1:KIF12:HIPK3:DDX6:ACACB:ALDH2:CDK8:ALDH6A1:HSP90AA1:CKB:TRPM7:ULK3:ALDH1A3:SBK1:SULT1A1:TRPM4:SRXN1:PANK2:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_PURINE_NUCLEOTIDE_BINDING
GO_mf	GOMF_PROTEIN_DIMERIZATION_ACTIVITY	993	18	0.0010647790604948791	0.04837919218453656	CASQ2:TGFB2:TP53I3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A3:UGT1A1:ADIPOQ:ABCG2:SNRPC:MLXIPL:FOXP2:HSP90AA1:ALDH1A3:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_PROTEIN_DIMERIZATION_ACTIVITY
Cancer_gene_neighborhoods	GNF2_LCAT	115	7	3.9521478949611847e-05	0.012964133674014743	MASP2:PKLR:ADH6:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_LCAT
Cancer_gene_neighborhoods	GNF2_HPN	123	7	6.072193758320722e-05	0.012964133674014743	MASP2:UGT2B28:ADH6:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_HPN
Curated_gene_sets	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	68	33	7.575938848940802e-52	4.920572282387051e-48	FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_CYTOCHROME_P450
Curated_gene_sets	KEGG_RETINOL_METABOLISM	58	30	2.7427884321892667e-48	8.45794383229638e-45	DHRS3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2B6:CYP2A13:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_RETINOL_METABOLISM
Curated_gene_sets	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	66	31	3.906671516072231e-48	8.45794383229638e-45	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:CYP2C18:CYP2E1:ALDH3B1:MGST1:ALDH1A3:ALDH3A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
Curated_gene_sets	REACTOME_BIOLOGICAL_OXIDATIONS	205	41	9.681763020333463e-46	1.572076270426646e-42	AKR1A1:FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AADAC:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:UGT3A2:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:GLYAT:MGST1:ALDH2:ESD:SULT1A2:SULT1A1:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BIOLOGICAL_OXIDATIONS
Curated_gene_sets	REACTOME_GLUCURONIDATION	23	16	3.431731024641188e-29	3.714848834174086e-26	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCURONIDATION
Curated_gene_sets	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	23	16	3.431731024641188e-29	3.714848834174086e-26	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
Curated_gene_sets	WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	174	27	4.538687925748693e-27	4.2112540111053946e-24	AKR1A1:FMO3:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43:CYP2C18:CYP2E1:GLYAT:MGST1:SULT1A2:SULT1A1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II
Curated_gene_sets	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	46	18	1.826587102162056e-26	1.482960403567819e-23	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_DRUG_METABOLISM_OTHER_ENZYMES
Curated_gene_sets	WP_GLUCURONIDATION	24	15	2.4471394842711626e-26	1.7660189944823558e-23	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_GLUCURONIDATION
Curated_gene_sets	REACTOME_ASPIRIN_ADME	39	17	4.722677025354916e-26	3.067378727968018e-23	UGT1A8:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:CYP2E1:GLYAT	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASPIRIN_ADME
Curated_gene_sets	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	101	22	1.1499241913931783e-25	6.789779657362448e-23	AKR1A1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:UGT3A2:GLYAT:MGST1:ESD:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
Curated_gene_sets	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	26	15	1.4261066191552014e-25	7.718802076177528e-23	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
Curated_gene_sets	REACTOME_DRUG_ADME	100	21	3.50672690730603e-24	1.75201471253482e-21	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:ABCG2:ADH1A:UGT3A2:CYP2E1:GLYAT:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DRUG_ADME
Curated_gene_sets	KEGG_STEROID_HORMONE_BIOSYNTHESIS	49	17	5.613981478833202e-24	2.6044864075015462e-21	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1:CYP3A5:CYP3A43	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STEROID_HORMONE_BIOSYNTHESIS
Curated_gene_sets	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	39	15	4.240202929905815e-22	1.836007868649218e-19	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
Curated_gene_sets	REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	98	19	2.8672494989828046e-21	1.1639240934933322e-18	FMO3:AADAC:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:CYP3A5:CYP3A43:ALDH1A1:CYP2C18:CYP2E1:ALDH2:ALDH3A1:CYP2B6:CYP2A13:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS
Curated_gene_sets	KEGG_STARCH_AND_SUCROSE_METABOLISM	47	15	1.1991914817544888e-20	4.581616867056121e-18	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:UGT2B17:UGT2B15:UGT2A3:UGT2B7:UGT2B28:UGT2B4:UGT2A1:UGT2A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_STARCH_AND_SUCROSE_METABOLISM
Curated_gene_sets	REACTOME_ETHANOL_OXIDATION	12	10	5.469708374284677e-20	1.9736531050543876e-17	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:ALDH2:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ETHANOL_OXIDATION
Curated_gene_sets	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	15	1.337830743730815e-18	4.573268779227181e-16	AKR1A1:PKLR:ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:LDHAL6A:ALDH3B1:ALDH2:ALDH1A3:ALDH3A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_GLYCOLYSIS_GLUCONEOGENESIS
Curated_gene_sets	WP_FATTY_ACID_OMEGAOXIDATION	13	9	7.668229804939041e-17	2.4902576291539536e-14	ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:CYP2E1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FATTY_ACID_OMEGAOXIDATION
Curated_gene_sets	HSIAO_LIVER_SPECIFIC_GENES	232	20	3.4595675435547677e-15	1.0699948188280104e-12	FMO3:UGT1A10:AADAC:UGT2B15:UGT2B7:UGT2B4:ADH4:ADH6:ADH1A:ADH1B:ALDH1A1:PTGR1:CYP2C18:CYP2E1:MGST1:ALDH2:ALDH6A1:CYP2B6:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HSIAO_LIVER_SPECIFIC_GENES
Curated_gene_sets	CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN	1103	36	5.052981473319105e-13	1.4917779395094356e-10	MASP2:DHRS3:AKR1A1:FMO3:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT2B15:UGT2B7:UGT2A1:UGT2A1:ABCG2:ADH4:ADH1C:ADH7:BCKDHB:AKAP7:CYP3A43:ADHFE1:ACO1:PTGR1:CYP2C18:GLYAT:MGST1:INHBC:ACACB:ALDH2:ALDH6A1:GOLGA6B:KDM8:SULT1A2:SULT1A1:LDHD:CYP2B6:CYP2A13:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN
Curated_gene_sets	KEGG_TYROSINE_METABOLISM	42	10	9.910372994183762e-13	2.7294258255380703e-10	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_TYROSINE_METABOLISM
Curated_gene_sets	WP_TAMOXIFEN_METABOLISM	19	8	1.0085638154413192e-12	2.7294258255380703e-10	FMO3:UGT1A10:UGT1A4:UGT2B15:UGT2B7:CYP3A5:CYP2E1:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_TAMOXIFEN_METABOLISM
Curated_gene_sets	REACTOME_PARACETAMOL_ADME	26	8	1.987364865596906e-11	5.163173920820762e-09	UGT1A10:UGT1A9:UGT1A6:UGT1A1:UGT2B15:ABCG2:CYP2E1:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PARACETAMOL_ADME
Curated_gene_sets	WP_NUCLEAR_RECEPTORS_METAPATHWAY	303	18	4.7401949255979454e-11	1.1841371554522559e-08	TGFB2:SLC5A6:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:UGT2B7:UGT2B4:ADH7:CYP3A5:PTGR1:MGST1:HSP90AA1:SULT1A1:ALDH3A1:CYP2B6:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NUCLEAR_RECEPTORS_METAPATHWAY
Curated_gene_sets	WP_NRF2_PATHWAY	134	13	6.142598037598228e-11	1.4776360834889069e-08	TGFB2:SLC5A6:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:UGT2B7:ADH7:PTGR1:HSP90AA1:ALDH3A1:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NRF2_PATHWAY
Curated_gene_sets	WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	30	8	7.244872225742021e-11	1.6805516109355156e-08	UGT1A9:UGT1A6:UGT1A4:UGT1A1:CYP3A5:HSP90AA1:SULT1A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY
Curated_gene_sets	WP_CODEINE_AND_MORPHINE_METABOLISM	12	6	2.1402233298467105e-10	4.793362250811857e-08	UGT1A10:UGT1A9:UGT1A6:UGT1A1:UGT2B7:UGT2B4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CODEINE_AND_MORPHINE_METABOLISM
Curated_gene_sets	WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	41	8	1.0971640228005578e-09	2.2873329937474864e-07	DHRS3:ADH4:ADH1A:ALDH1A1:CYP2E1:ALDH1A3:SULT1A1:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_VITAMIN_A_AND_CAROTENOID_METABOLISM
Curated_gene_sets	KEGG_FATTY_ACID_METABOLISM	41	8	1.0971640228005578e-09	2.2873329937474864e-07	ADH5:ADH4:ADH6:ADH1A:ADH1B:ADH1C:ADH7:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_FATTY_ACID_METABOLISM
Curated_gene_sets	CAIRO_HEPATOBLASTOMA_CLASSES_DN	204	14	1.126938503462965e-09	2.2873329937474864e-07	FMO3:ZBTB18:SPTBN1:AADAC:UGT2B4:ADH6:ADH1A:ADH1B:ADH1C:CYP2E1:GLYAT:ALDH2:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CAIRO_HEPATOBLASTOMA_CLASSES_DN
Curated_gene_sets	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	174	13	1.5993035547648105e-09	3.1477201782416493e-07	MASP2:FMO3:UGT1A10:AADAC:ADH4:ADH6:ADH1A:CYP3A43:GLYAT:ALDH6A1:LDHD:CYP2B6:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN
Curated_gene_sets	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	28	7	1.9182738614626506e-09	3.664467273588211e-07	ADH1A:ADH1B:ADH1C:ALDH1A1:CYP2E1:ALDH2:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS
Curated_gene_sets	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	44	8	1.9938955751126113e-09	3.7001005029589745e-07	UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:MGST1:HSP90AA1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873
Curated_gene_sets	WP_ESTROGEN_METABOLISM_WP697	18	6	4.131584543722288e-09	7.328386694961377e-07	UGT1A8:UGT1A9:UGT1A6:UGT1A3:UGT1A1:UGT2B7:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ESTROGEN_METABOLISM_WP697
Curated_gene_sets	WP_PREGNANE_X_RECEPTOR_PATHWAY	31	7	4.174754545243586e-09	7.328386694961377e-07	UGT1A9:UGT1A6:UGT1A4:UGT1A1:CYP3A5:HSP90AA1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_PREGNANE_X_RECEPTOR_PATHWAY
Curated_gene_sets	WOO_LIVER_CANCER_RECURRENCE_DN	77	9	1.1142606508965643e-08	1.9045060335718907e-06	MASP2:CA14:ADH5:ADH6:ADH1B:CYP3A43:CYP2E1:APOC4-APOC2:APOC4:SLC35A2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WOO_LIVER_CANCER_RECURRENCE_DN
Curated_gene_sets	REACTOME_RA_BIOSYNTHESIS_PATHWAY	21	6	1.1838317514145664e-08	1.922246806359402e-06	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RA_BIOSYNTHESIS_PATHWAY
Curated_gene_sets	REACTOME_XENOBIOTICS	21	6	1.1838317514145664e-08	1.922246806359402e-06	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_XENOBIOTICS
Curated_gene_sets	WP_IRINOTECAN_PATHWAY	11	5	1.3755497814503935e-08	2.1790721537854406e-06	UGT1A10:UGT1A9:UGT1A1:ABCG2:CYP3A5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_IRINOTECAN_PATHWAY
Curated_gene_sets	RICKMAN_HEAD_AND_NECK_CANCER_E	83	9	2.178664381935356e-08	3.369148847778604e-06	FMO3:UGT1A10:AADAC:ADH1C:ADH7:ALDH1A1:CYP2C18:CYP2E1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RICKMAN_HEAD_AND_NECK_CANCER_E
Curated_gene_sets	WP_NICOTINE_METABOLISM_IN_LIVER_CELLS	6	4	5.858579689094143e-08	8.648062518333286e-06	FMO3:UGT1A9:UGT1A4:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_NICOTINE_METABOLISM_IN_LIVER_CELLS
Curated_gene_sets	WP_ARYLAMINE_METABOLISM	6	4	5.858579689094143e-08	8.648062518333286e-06	UGT1A9:UGT1A4:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ARYLAMINE_METABOLISM
Curated_gene_sets	NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON	70	8	8.895268134449667e-08	1.283883700738902e-05	PPP1R9A:CPSF4:ZNF394:ZKSCAN5:ZSCAN25:CYP3A5:CYP3A43:ZKSCAN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON
Curated_gene_sets	REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	7	4	1.3584454431069015e-07	1.9180659028215927e-05	PKLR:MLXIPL:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION
Curated_gene_sets	LEE_LIVER_CANCER_SURVIVAL_UP	175	11	1.7525441994200424e-07	2.4218669309006758e-05	MASP2:DHRS3:PKLR:FMO3:UGT1A6:UGT2B15:UGT2B4:MLXIPL:LDHAL6A:GLYAT:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/LEE_LIVER_CANCER_SURVIVAL_UP
Curated_gene_sets	DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	155	10	5.063623707585746e-07	6.851715829326963e-05	MASP2:ADH1A:CYP3A43:CYP2C18:GLYAT:ACACB:ALDH2:MNS1:KDM8:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP
Curated_gene_sets	KEGG_PYRUVATE_METABOLISM	39	6	6.315420076886705e-07	8.371153754975337e-05	PKLR:LDHAL6A:ACACB:ALDH2:LDHD:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PYRUVATE_METABOLISM
Curated_gene_sets	REACTOME_SIGNALING_BY_RETINOIC_ACID	42	6	9.95402427570106e-07	0.00012930277534135677	DHRS3:ADH4:ADH1A:ADH1C:ALDH1A1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_RETINOIC_ACID
Curated_gene_sets	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	106	8	2.224127616465054e-06	0.00028324919350863773	PRKAB2:PKLR:PRKAR2A:ADIPOQ:MLXIPL:CACNB3:ACACB:MLX	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM
Curated_gene_sets	KEGG_PROPANOATE_METABOLISM	32	5	5.231377888541888e-06	0.0006534192189630685	LDHAL6A:ACACB:ALDH2:ALDH6A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PROPANOATE_METABOLISM
Curated_gene_sets	HOSHIDA_LIVER_CANCER_SUBCLASS_S3	253	11	6.515785446495488e-06	0.000798491065565815	PKLR:ADH4:ADH6:ACO1:ALDH1A1:PTGR1:GLYAT:ALDH2:ALDH6A1:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HOSHIDA_LIVER_CANCER_SUBCLASS_S3
Curated_gene_sets	WP_OXIDATION_BY_CYTOCHROME_P450	58	6	6.907314855725265e-06	0.0008307964812580666	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_OXIDATION_BY_CYTOCHROME_P450
Curated_gene_sets	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	59	6	7.63851293910726e-06	0.0009020389370818483	CYP3A5:CYP3A43:CYP2C18:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
Curated_gene_sets	MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	420	14	7.824153003096195e-06	0.0009074620313412463	DHRS3:UGT2A3:ADH6:MLXIPL:GTF2IRD2:CYP3A5:KIFC2:KANK1:GLYAT:ACACB:LDHD:CYP2B6:ACSS1:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MEBARKI_HCC_PROGENITOR_FZD8CRD_DN
Curated_gene_sets	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	19	4	1.3953526894951228e-05	0.0015899676698720743	MASP2:UGT2B15:ADH4:GLYAT	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN
Curated_gene_sets	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	527	15	2.382315089016141e-05	0.0026677821557172135	AKR1A1:SH3YL1:UGT1A10:UGT2B15:UGT2B7:ADH5:ADH6:CYP3A5:KANK1:ACO1:GLYAT:ALDH2:ESD:ALDH6A1:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN
Curated_gene_sets	YAMASHITA_LIVER_CANCER_STEM_CELL_DN	73	6	2.630522770870494e-05	0.0028958043045430267	MASP2:FMO3:UGT2B15:UGT2B7:ALDH6A1:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/YAMASHITA_LIVER_CANCER_STEM_CELL_DN
