GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,GENE_NAME
125963,19,9083245,9104186,117,19,627276,0.0013699,0.49945,OR1M1
390882,19,9092269,9113306,135,12,625554,0.11862,0.45278999999999997,OR7G2
125962,19,9104828,9125763,156,15,627823,-0.23605,0.5933,OR7G1
390883,19,9116012,9136950,170,18,597593,-0.15524000000000002,0.5616899999999999,OR7G3
57693,19,9130380,9173415,306,35,616081,-0.2979,0.61711,ZNF317
162998,19,9175594,9198817,111,16,622903,1.4312,0.076188,OR7D2
125958,19,9203850,9224871,94,18,637876,2.2033,0.013787,OR7D4
26648,19,9241044,9262063,111,18,614905,1.2465,0.10629000000000001,OR7E24
374879,19,9283925,9319766,141,28,618094,0.0036791,0.49853000000000003,ZNF699
84527,19,9313772,9353845,183,29,612607,0.41363,0.33957,ZNF559
100529215,19,9314226,9392617,354,29,614215,0.17839000000000002,0.42921000000000004,ZNF559-ZNF177
7730,19,9353020,9392617,175,24,615293,0.004781399999999999,0.49809,ZNF177
105372342,19,9395651,9418256,102,12,601954,-0.0030314,0.50121,LOC105372342
10781,19,9402426,9445578,225,18,623526,0.76169,0.22311999999999999,ZNF266
105372269,19,9425607,9472529,237,21,625110,1.7593,0.03926,LOC105372269
147741,19,9435826,9516689,366,17,622911,1.8501,0.032152,ZNF560
79088,19,9516551,9548645,189,10,628929,1.5392,0.061876,ZNF426
7675,19,9555616,9594545,136,12,625840,1.3856,0.082928,ZNF121
93134,19,9597326,9631240,133,26,606427,0.79202,0.21416999999999997,ZNF561
54811,19,9638654,9685302,194,31,599093,0.8689600000000001,0.19244,ZNF562
729648,19,9678855,9710817,197,20,618492,0.81048,0.20883000000000002,ZNF812
162993,19,9742145,9796177,186,28,619586,0.93179,0.17572000000000002,ZNF846
100505555,19,9777406,9803381,65,18,609077,1.1969,0.11567999999999999,LOC100505555
54850,19,9800267,9829425,65,17,623699,1.5431,0.061397,FBXL12
59286,19,9817880,9840121,68,23,616131,1.7801,0.037526,UBL5
5300,19,9825207,9859689,121,33,618279,1.3522,0.088159,PIN1
93145,19,9843718,9946552,481,62,614481,2.2286,0.012922,OLFM2
50509,19,9949561,10020538,503,55,626455,0.68697,0.24605,COL5A3
50700,19,10003249,10032278,218,47,627352,1.5549,0.05998099999999999,RDH8
105372271,19,10027577,10051022,115,32,627531,2.6183,0.0044188000000000005,LOC105372271
55337,19,10076119,10103252,83,31,605898,0.29936,0.38233,C19orf66
83854,19,10082337,10116209,137,54,612024,0.26494,0.39553,ANGPTL6
56342,19,10096223,10121299,120,41,614334,0.61056,0.27074000000000004,PPAN
692312,19,10096223,10125389,147,49,609464,0.7751899999999999,0.21911,PPAN-P2RY11
5032,19,10101521,10125389,125,39,613740,1.0032,0.15787,P2RY11
8666,19,10105014,10129923,122,36,613021,0.55725,0.28868,EIF3G
1786,19,10123345,10205079,339,36,609138,0.64669,0.25892,DNMT1
9294,19,10211433,10241807,116,30,616613,0.5926100000000001,0.27671999999999997,S1PR2
51073,19,10241964,10270060,109,29,622585,0.68296,0.24731999999999998,MRPL4
3383,19,10260841,10296615,145,46,618358,0.77487,0.21921,ICAM1
3386,19,10276967,10298584,105,25,620471,1.1507,0.12492,ICAM4
7087,19,10279435,10306778,122,27,617969,1.1566,0.12370999999999999,ICAM5
100125288,19,10294803,10319557,116,29,615097,-0.083505,0.53327,ZGLP1
112812,19,10300211,10326015,107,27,617924,-1.6282,0.94826,FDX1L
125950,19,10306212,10343638,194,38,618305,-1.6776,0.9532799999999999,RAVER1
3385,19,10323776,10349829,137,30,620015,-1.0812,0.86021,ICAM3
7297,19,10340528,10390572,203,36,622498,0.34545,0.36488000000000004,TYK2
11140,19,10381131,10413595,113,24,605646,2.0999,0.017869,CDC37
5141,19,10406773,10479631,250,37,614697,2.0296,0.021197,PDE4A
9817,19,10476120,10513378,163,25,621462,0.54787,0.29189,KEAP1
53637,19,10502742,10527992,146,37,607161,-0.33612,0.63161,S1PR5
84971,19,10533894,10563423,139,24,630942,-2.1059,0.98239,ATG4D
65095,19,10543085,10576031,156,29,631817,-2.2456,0.9876299999999999,KRI1
1032,19,10556462,10578979,125,23,622828,-1.8659,0.9689700000000001,CDKN2D
10053,19,10562671,10597315,190,28,621123,-1.869,0.96919,AP1M2
57153,19,10592445,10654559,256,33,617289,-0.70409,0.75931,SLC44A2
3609,19,10644261,10702419,172,33,607865,-0.6009,0.72605,ILF3
81890,19,10691436,10723367,121,27,621908,-0.4872,0.68694,QTRT1
1785,19,10708053,10841910,537,52,617338,0.65842,0.25513,DNM2
11018,19,10822067,10846307,70,23,599258,1.2798,0.10032,TMED1
255809,19,10826653,10879791,140,34,611257,1.6167,0.05297,C19orf38
10498,19,10861577,10932775,218,41,608497,1.0982,0.13606,CARM1
78992,19,10912768,10939012,97,23,606663,1.1569,0.12365,YIPF2
90580,19,10918748,10940241,75,18,599397,1.1192,0.13152,C19orf52
6597,19,10950922,11072282,500,47,627078,0.74327,0.22866,SMARCA4
3949,19,11079362,11143830,365,46,621843,2.2571,0.012001999999999999,LDLR
147841,19,11135498,11166002,187,38,611787,0.73793,0.23028,SPC24
25959,19,11154267,11207567,272,40,618618,-0.93247,0.82445,KANK2
57572,19,11189293,11272501,313,38,623804,-0.27137,0.60695,DOCK6
55908,19,11229619,11251943,60,16,630853,0.715,0.2373,C19orf80
26526,19,11286139,11336996,249,42,613545,-0.29711,0.6168100000000001,TSPAN16
9545,19,11312046,11349668,159,28,615544,0.44475,0.32825,RAB3D
374882,19,11332776,11356414,77,13,623188,0.68594,0.24638000000000002,TMEM205
126075,19,11336505,11364944,77,15,622396,0.9679700000000001,0.16652999999999998,CCDC159
64748,19,11345386,11375698,84,31,620441,0.9809200000000001,0.16332,LPPR2
126074,19,11364707,11386951,69,27,600977,0.46113000000000004,0.32235,SWSAP1
2057,19,11367205,11394342,84,29,597699,1.1108,0.13332,EPOR
57139,19,11384056,11429342,155,25,609674,1.3041,0.096108,RGL3
115948,19,11410605,11445782,91,25,617110,1.068,0.14277,CCDC151
5589,19,11425257,11460968,124,29,622647,0.33429000000000003,0.36908,PRKCSH
1995,19,11441326,11491046,234,48,612777,-0.30311,0.6191,ELAVL3
115950,19,11473427,11515923,184,26,626883,-0.24301,0.596,ZNF653
51295,19,11495916,11539172,173,24,627337,0.24106,0.40476,ECSIT
1264,19,11528764,11560323,145,30,614115,-0.26008000000000003,0.6026,CNN1
84337,19,11543043,11569236,122,27,607226,-0.12251,0.54875,ELOF1
54,19,11564660,11588986,108,25,626352,0.24385,0.40368000000000004,ACP5
199692,19,11565272,11629159,316,31,626759,0.2586,0.39797,ZNF627
55552,19,11711265,11749009,191,31,627144,2.9561,0.0015576,ZNF823
126068,19,11757000,11794078,182,16,628591,1.1989,0.11528,ZNF441
126069,19,11788477,11819622,103,20,624529,1.0513,0.14657,ZNF491
126070,19,11804284,11845617,169,14,629889,0.16680999999999999,0.43376000000000003,ZNF440
90594,19,11838530,11879491,170,30,631746,1.2690000000000001,0.10222,ZNF439
7620,19,11877786,11924551,195,31,626243,1.0091,0.15647,ZNF69
90592,19,11915068,11960773,189,23,611622,-0.21711999999999998,0.58594,ZNF700
284390,19,11955054,11990399,211,17,616216,-0.7528,0.77422,ZNF763
163059,19,12004717,12045710,140,23,577363,0.077192,0.46924,ZNF433
729747,19,12033648,12062967,106,19,601333,0.5209,0.30122,ZNF878
284391,19,12054731,12087812,127,16,619347,0.051179,0.47958999999999996,ZNF844
7568,19,12121350,12150407,81,20,615308,1.4987,0.066982,ZNF20
90589,19,12134890,12166731,94,20,609659,1.6195,0.05266799999999999,ZNF625
7695,19,12153057,12199249,140,31,610747,1.7911,0.03664,ZNF136
101060181,19,12237244,12277038,138,21,626058,0.99844,0.15903,LOC101060181
51710,19,12237244,12304899,270,21,627620,0.7038800000000001,0.24076,ZNF44
147837,19,12307477,12358130,138,28,604730,0.24427,0.40351,ZNF563
79973,19,12339371,12375985,96,41,589049,0.074399,0.47035,ZNF442
105372277,19,12369217,12396256,82,19,607741,0.55345,0.28998,LOC105372277
90576,19,12380014,12423983,221,19,621184,0.21569000000000002,0.41461000000000003,ZNF799
10224,19,12419706,12467521,357,13,613912,0.7358,0.23093000000000002,ZNF443
163051,19,12451184,12494818,151,23,615176,1.0042,0.15765,ZNF709
163050,19,12515370,12561542,177,52,605307,1.1355,0.12807000000000002,ZNF564
57474,19,12566106,12620809,191,23,604798,0.49904,0.30888000000000004,ZNF490
163049,19,12600918,12639862,176,25,594844,0.18224,0.4277,ZNF791
4125,19,12636508,12676777,134,42,605720,-1.3065,0.9043100000000001,MAN2B1
84292,19,12656804,12685832,96,42,610712,-0.8105399999999999,0.79118,WDR83
51398,19,12658067,12679651,75,39,607673,-1.2099,0.88684,WDR83OS
1725,19,12662858,12691887,97,29,610378,0.017929,0.49285,DHPS
105372280,19,12677444,12698820,77,11,612929,0.54187,0.29396,LOC105372280
84261,19,12678916,12706868,93,11,609938,0.57802,0.28162,FBXW9
30000,19,12689194,12733996,155,18,611123,0.63718,0.262,TNPO2
79002,19,12720640,12744715,44,28,601380,0.59327,0.2765,C19orf43
439,19,12727492,12758323,63,35,601540,0.60528,0.2725,ASNA1
54831,19,12741676,12768458,62,33,605887,1.1923,0.11657999999999999,BEST2
29911,19,12753003,12788484,104,38,609438,0.78606,0.21591,HOOK2
3726,19,12781496,12803311,75,27,599300,0.19695,0.42193,JUNB
7001,19,12786820,12811910,101,18,615279,0.20561999999999997,0.41853999999999997,PRDX2
10535,19,12792054,12823648,142,18,625295,0.22173,0.41226,RNASEH2A
83546,19,12815477,12848267,104,21,636845,0.61943,0.26782,RTBDN
22983,19,12823934,12884953,178,26,625585,0.55167,0.29059,MAST1
1777,19,12865211,12891521,66,17,614536,0.7723399999999999,0.21996,DNASE2
10661,19,12874422,12897203,66,20,612324,1.3405,0.090043,KLF1
2639,19,12881129,12924630,133,30,612662,2.2889,0.011043,GCDH
256126,19,12889076,12929343,132,28,610458,2.353,0.0093119,SYCE2
2193,19,12912470,12943744,79,20,617769,2.5571,0.0052767,FARSA
811,19,12928600,12954490,52,23,607252,2.8366,0.0022800999999999997,CALR
5886,19,12935814,12963643,61,25,584466,2.617,0.0044354,RAD23A
90480,19,12944156,12967254,61,28,575057,2.54,0.0055432,GADD45GIP1
199699,19,12959618,12984753,103,44,574103,1.6732,0.047139999999999994,DAND5
4784,19,12985756,13108796,351,41,612597,0.8725200000000001,0.19146,NFIX
4066,19,13087188,13113160,85,35,601735,1.0459,0.14782,LYL1
55621,19,13094900,13127567,110,43,605201,0.86971,0.19222999999999998,TRMT1
112939,19,13106847,13151147,136,40,600927,1.5059,0.06604299999999999,NACC1
8677,19,13134058,13161334,82,22,613229,1.7644,0.038833,STX10
9592,19,13140468,13164908,78,20,620465,2.0014,0.022675999999999998,IER2
773,19,13196442,13516460,1528,160,629169,3.3691,0.00037701,CACNA1A
81576,19,13721763,13773292,200,32,616181,0.8624700000000001,0.19422,CCDC130
84245,19,13754492,13784282,154,21,625411,1.31,0.095103,MRI1
28974,19,13764443,13788773,151,17,618048,0.35296,0.36206,C19orf53
65249,19,13785434,13842254,185,31,608836,0.40342,0.34331999999999996,ZSWIM4
342977,19,13866406,13890757,95,17,601474,-0.68101,0.75207,NANOS3
79173,19,13872348,13916099,150,15,609675,-2.0699,0.98077,C19orf57
54862,19,13896143,13940880,138,31,601048,-2.6460000000000004,0.99593,CC2D1A
79883,19,13921187,13963392,123,41,591054,-2.4199,0.99224,PODNL1
90379,19,13942507,13971444,82,21,584395,-0.93434,0.82494,DCAF15
5989,19,13951530,14017514,188,40,580689,0.042151,0.48318999999999995,RFX1
105372285,19,13996900,14018223,67,28,607429,0.88507,0.18805999999999998,LOC105372285
117579,19,14018205,14040971,97,19,612551,1.3471,0.088976,RLN3
9466,19,14021740,14062919,182,37,612681,1.1422,0.12668,IL27RA
342979,19,14043367,14072111,122,34,609645,0.54194,0.29393,PALM3
113230,19,14063009,14085062,80,18,610273,0.6611199999999999,0.25427,LOC113230
646457,19,14071601,14095795,65,30,594361,0.93304,0.1754,C19orf67
90378,19,14078417,14100420,61,26,573103,0.94419,0.17254,SAMD1
5566,19,14081688,14127747,135,32,593593,1.8947,0.029064999999999997,PRKACA
55723,19,14109509,14146628,106,25,609097,2.176,0.014778,ASF1B
22859,19,14137737,14216248,265,52,605478,1.9656,0.024671000000000002,ADGRL1
976,19,14371144,14418725,175,67,603515,1.6478,0.049696,ADGRE5
10212,19,14398798,14429383,97,29,616027,0.9253299999999999,0.1774,DDX39A
5585,19,14423053,14481867,291,59,618773,3.1414,0.00084058,PKN1
5731,19,14462466,14485362,156,32,626764,2.8846,0.0019597,PTGER1
10755,19,14467759,14506149,223,44,625659,2.9909,0.0013905999999999999,GIPC1
3337,19,14504764,14539711,146,28,624119,1.2303,0.10929000000000001,DNAJB1
9524,19,14517768,14575980,250,56,617824,0.5273800000000001,0.29896,TECR
4713,19,14556078,14582077,112,30,618905,0.8056800000000001,0.21020999999999998,NDUFB7
388512,19,14572914,14621144,259,42,619953,0.80721,0.20976999999999998,CLEC17A
84658,19,14609117,14684918,359,51,630300,2.2023,0.013821,ADGRE3
84449,19,14679787,14743746,333,35,623014,0.75121,0.22626,ZNF333
30817,19,14714170,14788541,500,53,613841,2.0852,0.018527000000000002,ADGRE2
26664,19,14787568,14845376,278,48,635208,1.5874,0.05620599999999999,OR7C1
26659,19,14815742,14843245,137,32,637817,-0.8987799999999999,0.8156100000000001,OR7A5
390892,19,14830948,14851877,129,30,645817,-2.1971,0.9859899999999999,OR7A10
26333,19,14870426,14891355,140,22,646552,-1.3141,0.9056,OR7A17
26658,19,14931489,14952448,111,19,634760,-0.30163,0.61853,OR7C2
6511,19,14940033,15020643,628,53,636041,0.31726,0.37551999999999996,SLC1A6
126402,19,15000727,15033271,254,35,635283,1.0759999999999998,0.14097,CCDC105
23581,19,15039480,15068293,203,30,639119,1.9615,0.024909999999999998,CASP14
126370,19,15077066,15098133,164,35,627340,1.6026,0.054516999999999996,OR1I1
85360,19,15097364,15124988,118,30,624634,1.0456,0.14787999999999998,SYDE1
10994,19,15104974,15135799,137,27,632326,0.7034,0.2409,ILVBL
4854,19,15149633,15210981,281,28,623406,0.5464399999999999,0.29238000000000003,NOTCH3
79852,19,15216919,15243047,76,30,594431,1.6414,0.05036,EPHX3
23476,19,15226836,15342543,300,50,607866,2.1685,0.015059999999999999,BRD4
10270,19,15343521,15389828,134,33,594722,-0.22680999999999998,0.58972,AKAP8
26993,19,15370048,15429121,159,28,611831,0.21783000000000002,0.41378000000000004,AKAP8L
58525,19,15411507,15459956,101,44,602194,0.025737,0.48973,WIZ
64926,19,15441624,15474571,87,31,608596,0.33875,0.3674,RASAL3
114770,19,15458645,15489504,119,25,619711,0.39942,0.34479,PGLYRP2
126410,19,15498484,15562317,298,63,616090,1.0015,0.1583,CYP4F22
11283,19,15605218,15641867,311,19,634607,-0.20705,0.58201,CYP4F8
4051,19,15630897,15670760,362,26,642504,1.6634,0.048119999999999996,CYP4F3
66002,19,15663018,15708819,415,27,623810,0.02588,0.48968,CYP4F12
26538,19,15718024,15739052,122,17,645063,-0.33386,0.63076,OR10H2
26532,19,15731393,15752343,120,18,643005,-0.4248,0.66451,OR10H3
284433,19,15784049,15804996,99,17,629467,0.31518,0.37631,OR10H5
26539,19,15796957,15818759,120,19,618734,-0.27609,0.6087600000000001,OR10H1
102724279,19,15841993,15874904,256,20,626355,0.047777999999999994,0.48095,LOC102724279
105369202,19,15845340,15873863,231,22,624060,0.012801,0.49488999999999994,LOC105369202
8529,19,15868024,15908120,269,20,642298,-0.43803000000000003,0.66932,CYP4F2
57834,19,15902370,15944866,231,23,647244,-0.50207,0.69219,CYP4F11
126541,19,15939008,15959958,130,7,646530,-0.074763,0.5298,OR10H4
7171,19,16057507,16113005,250,55,623877,2.1828,0.014525,TPM4
4218,19,16101680,16143635,176,24,634317,0.33591,0.36846999999999996,RAB8A
84941,19,16124028,16168575,160,33,633011,0.932,0.17567,HSH2D
117286,19,16151368,16183525,125,17,623235,1.8711,0.030664,CIB3
26017,19,16175184,16202046,101,17,613427,2.65,0.004025099999999999,FAM32A
8907,19,16187854,16245345,259,18,627416,2.8191,0.0024081999999999997,AP1M1
10365,19,16314840,16337534,122,25,623148,0.33535,0.36868,KLF2
58513,19,16345244,16482012,486,52,621197,1.5956,0.055291,EPS15L1
125972,19,16469057,16506192,181,24,622278,0.84152,0.20002999999999999,CALR3
84167,19,16486311,16531369,179,33,626863,1.1951,0.11603,C19orf44
10523,19,16507889,16552452,155,37,621425,2.4305,0.007538899999999999,CHERP
79939,19,16539837,16582382,124,28,627140,2.9204,0.001748,SLC35E1
9441,19,16564907,16638204,249,38,631303,2.8224,0.0023832,MED26
79086,19,16620743,16670157,176,37,625055,1.2753,0.10111,SMIM7
79041,19,16651127,16699019,223,28,621767,1.1913,0.11677,TMEM38A
284434,19,16709853,16827963,484,70,614581,-0.22451999999999997,0.58882,NWD1
23309,19,16819387,16890355,264,39,619352,-1.2787,0.8995,SIN3B
9002,19,16879015,16902019,101,26,618821,-0.39489,0.65354,F2RL3
27151,19,16882951,17036818,783,125,620139,2.5989999999999998,0.0046746,CPAMD8
93323,19,17039761,17085608,238,35,635889,-1.6799,0.9535100000000001,HAUS8
4650,19,17065779,17225277,864,94,627030,0.51349,0.3038,MYO9B
55850,19,17205346,17229829,155,25,632477,0.48645,0.31332,USE1
79629,19,17216204,17239219,151,25,629717,0.39496,0.34644,OCEL1
2063,19,17221885,17255342,208,41,622792,0.31315,0.37708,NR2F6
83878,19,17240021,17274796,161,35,621446,0.51283,0.30404000000000003,USHBP1
29086,19,17257376,17289353,162,27,629352,0.47203,0.31845,BABAM1
126549,19,17271645,17297646,135,18,635121,0.22696999999999998,0.41022,ANKLE1
79575,19,17282131,17313473,163,24,633610,0.35524,0.36121,ABHD8
64981,19,17282778,17316847,169,26,631701,0.30668,0.37954,MRPL34
79016,19,17299528,17333298,168,27,631921,0.26195999999999997,0.39668000000000003,DDA1
57719,19,17313223,17344834,141,23,629138,-0.60728,0.72817,ANO8
84705,19,17324982,17352731,116,20,628573,0.015361000000000001,0.49387,GTPBP3
83483,19,17341448,17387349,241,55,621504,0.57024,0.28426,PLVAP
105372343,19,17379069,17404158,138,23,627465,-1.0333,0.84926,LOC105372343
684,19,17392939,17415648,144,21,623541,-1.7272,0.95793,BST2
93343,19,17395686,17435339,204,29,624010,-1.5716,0.9419799999999999,MVB12A
100130519,19,17425509,17458660,128,28,612860,-0.62141,0.73283,TMEM221
115861,19,17445425,17470916,96,17,606365,0.057812999999999996,0.47695,NXNL1
376497,19,17458774,17516168,245,39,623698,-0.34699,0.6357,SLC27A1
25796,19,17501623,17531288,134,28,615312,-0.63695,0.73792,PGLS
199786,19,17513301,17565545,243,60,612407,-1.0732,0.85841,FAM129C
79709,19,17545702,17593162,235,47,616297,-0.08670900000000001,0.53455,COLGALT1
23025,19,17591328,17698353,591,104,624562,-0.1703,0.5676100000000001,UNC13A
55201,19,17709494,17744515,210,36,608323,1.2934,0.097937,MAP1S
23149,19,17737718,17798568,302,46,622333,1.0298,0.15155,FCHO1
10331,19,17784828,17823576,223,53,615720,1.9856,0.023538,B3GNT3
3640,19,17806513,17831574,149,43,609629,2.1409,0.016141,INSL3
3718,19,17814780,17858071,212,58,621476,1.3582,0.087197,JAK3
6142,19,17849878,17873324,116,21,628743,-0.33948,0.63288,RPL18A
6528,19,17861411,17905174,201,34,608211,-0.4208,0.66305,SLC5A5
115098,19,17923015,17953985,134,36,624361,0.56929,0.28458,CCDC124
3780,19,17941302,18009121,277,42,614087,0.5796600000000001,0.28107,KCNN1
27106,19,17991132,18024102,161,34,611191,0.8006,0.21168,ARRDC2
3594,19,18048995,18108986,333,38,622955,0.32442,0.37281,IL12RB1
23031,19,18087764,18161692,336,33,626615,0.16088,0.43609,MAST3
5296,19,18143178,18180533,122,24,630268,-0.011468,0.50457,PIK3R2
10437,19,18163780,18188124,89,20,631230,0.33671,0.36817,IFI30
84769,19,18183230,18206742,98,17,637200,1.0428,0.14852,MPV17L2
5864,19,18186799,18214064,97,19,629610,1.0827,0.13946,RAB3A
5143,19,18197961,18258200,236,36,620615,1.2271,0.1099,PDE4C
80726,19,18247096,18284509,224,30,630419,0.6833600000000001,0.24719000000000002,KIAA1683
3727,19,18269694,18291656,138,24,624063,-0.39721999999999996,0.6544,JUND
25804,19,18296230,18333191,149,36,621665,1.6545,0.049011,LSM4
54858,19,18330582,18379953,214,46,621702,2.8069,0.002501,PGPEP1
9518,19,18376158,18399176,103,18,631621,2.0307,0.021144999999999997,GDF15
126364,19,18381137,18407625,125,28,624503,1.8652,0.031076,LRRC25
170463,19,18408661,18444562,115,26,621838,1.6152,0.053137000000000004,SSBP4
51477,19,18424388,18448301,84,20,625750,1.9067,0.028279000000000002,ISYNA1
8178,19,18432663,18532129,379,27,628341,1.8105,0.035113,ELL
23770,19,18521758,18554077,131,40,601363,1.6904,0.04548,FKBP8
79036,19,18547762,18579387,122,18,623236,1.4824,0.069112,KXD1
7311,19,18553766,18587460,136,18,624671,1.6938,0.045155,UBA52
55049,19,18578685,18602337,110,25,625368,1.8414,0.032779,C19orf60
9244,19,18583225,18616850,158,29,625529,1.5667,0.058587,CRLF1
25789,19,18597435,18631039,160,31,620313,0.7398,0.22971,TMEM59L
55295,19,18627028,18680492,239,43,629532,1.9166,0.027648000000000002,KLHL26
23373,19,18673615,18792333,453,65,626675,2.2712,0.011568,CRTC1
1311,19,18772773,18801305,90,34,609129,2.1590000000000003,0.015424,COMP
5976,19,18821935,18878232,171,37,619155,2.0737,0.019055000000000002,UPF1
2657,19,18858546,18906144,170,43,617154,2.9843,0.0014210000000000002,GDF1
10715,19,18858546,18906727,173,44,617389,2.9669,0.0015039,CERS1
11316,19,18889514,18929464,136,30,626846,2.6937,0.0035328000000000004,COPE
54555,19,18909675,18938633,102,28,623042,1.9605,0.024971,DDX49
9454,19,18919201,18951258,101,33,619929,1.8464,0.03242,HOMER3
10147,19,18980888,19043571,207,31,610388,0.98811,0.16155,SUGP2
93436,19,19023578,19068178,147,26,607719,0.78546,0.21609,ARMC6
284439,19,19053966,19123030,247,37,610728,0.34474,0.36515,SLC25A42
54929,19,19109616,19148554,159,36,610686,0.2766,0.39104,TMEM161A
100271849,19,19135567,19180289,238,30,622380,0.9297799999999999,0.17624,MEF2B
4207,19,19135567,19202591,325,31,621408,0.71606,0.23698000000000002,MEF2BNB-MEF2B
729991,19,19166904,19202591,170,24,618676,0.5513899999999999,0.29068,MEF2BNB
8625,19,19182199,19211869,104,28,621740,-0.51742,0.69757,RFXANK
126382,19,19191409,19213435,55,17,625554,-1.4780000000000002,0.93029,NR2C2AP
1463,19,19201964,19262252,190,34,631749,-0.061256,0.52442,NCAN
404037,19,19245641,19272787,101,17,617615,-0.20145,0.5798300000000001,HAPLN4
53345,19,19254365,19283265,118,20,625446,0.225,0.41098999999999997,TM6SF2
57794,19,19266511,19330512,216,32,629187,0.30177,0.38142,SUGP1
23383,19,19310817,19368754,199,27,628272,0.79093,0.21449000000000001,MAU2
54815,19,19375833,19518932,553,34,602753,1.9802,0.023839,GATAD2A
83983,19,19504219,19525660,75,17,620485,1.456,0.072693,TSSK6
51079,19,19506210,19538204,114,20,619747,1.0588,0.14484,NDUFA13
374887,19,19518861,19547584,103,16,622424,0.8830399999999999,0.18861,YJEFN3
148113,19,19528265,19556659,96,21,626813,0.5941,0.27621999999999997,CILP2
80714,19,19551707,19628916,293,24,617923,-0.26611,0.60492,PBX4
9170,19,19613655,19638930,71,25,613415,0.24345,0.40383,LPAR2
51291,19,19619473,19653667,114,40,609930,0.15134,0.43985,GMIP
57130,19,19635198,19677823,158,35,625557,0.58248,0.28012,ATP13A1
94039,19,19658153,19693506,144,33,622330,0.49962,0.30867,ZNF101
7561,19,19700472,19743112,150,25,641628,0.54232,0.2938,ZNF14
440515,19,19782711,19831751,193,31,628195,-0.50731,0.69403,ZNF506
56242,19,19855830,19904449,226,36,629250,-0.9990600000000001,0.8411200000000001,ZNF253
81931,19,19890913,19945998,229,36,630834,-0.17197,0.5682699999999999,ZNF93
91120,19,19994418,20049526,283,27,631381,-0.063047,0.5251399999999999,ZNF682
7643,19,20067994,20131168,267,39,623150,0.87484,0.19083,ZNF90
90649,19,20157214,20210490,241,23,615737,0.78232,0.21700999999999998,ZNF486
102724427,19,20237268,20267291,146,17,628800,0.42639,0.33491,LOC102724427
105372315,19,20348181,20381817,266,29,636599,0.23169,0.40839000000000003,LOC105372315
102724436,19,20387440,20408579,70,18,545383,0.46108000000000005,0.32237,LOC102724436
100129842,19,20521224,20575847,433,31,604172,-0.40142,0.65594,ZNF737
199777,19,20609939,20671596,441,27,623328,1.8032,0.035675,ZNF626
7639,19,20913221,20960697,346,20,629356,-2.2946,0.9891200000000001,ZNF85
80264,19,21010620,21070055,211,24,622258,-0.16674,0.56621,ZNF430
148206,19,21072147,21135094,326,18,625205,-0.31235,0.62261,ZNF714
170959,19,21132004,21196002,221,40,623053,-0.76859,0.77893,ZNF431
7562,19,21281160,21339439,268,18,630403,0.5353600000000001,0.2962,ZNF708
284443,19,21387119,21437495,251,29,635491,0.73098,0.2324,ZNF493
353088,19,21495635,21548277,252,17,618372,0.48861000000000004,0.31256,ZNF429
400682,19,21627371,21667708,411,30,613840,0.9489200000000001,0.17132999999999998,LOC400682
163227,19,21714041,21777628,324,25,625951,0.66325,0.25358,ZNF100
7594,19,21794949,21862068,289,35,631778,1.2922,0.098142,ZNF43
7757,19,21956095,22020943,305,22,626374,-0.42144,0.66328,ZNF208
113835,19,22038132,22101109,363,15,640762,-0.72656,0.76625,ZNF257
163223,19,22168936,22258018,391,23,623518,-0.16107,0.56398,ZNF676
100287226,19,22276450,22327176,150,36,600149,-0.51394,0.69635,ZNF729
148198,19,22381011,22432362,209,17,605525,-1.2087,0.88661,ZNF98
105376917,19,22445376,22542491,486,54,632697,-1.2159,0.888,LOC105376917
57615,19,22624324,22677670,473,14,594305,0.50893,0.3054,ZNF492
7652,19,22742183,22794171,299,14,639535,0.36709,0.35678000000000004,ZNF99
388523,19,22964883,23013208,180,13,631190,-0.23415,0.5925699999999999,ZNF728
100129543,19,23106975,23157212,158,28,593803,0.45463000000000003,0.32469000000000003,ZNF730
7644,19,23347696,23405560,228,21,629514,0.60224,0.27351,ZNF91
171392,19,23642781,23697215,169,28,600303,-0.61945,0.73219,ZNF675
148213,19,23729195,23768891,131,31,598258,-1.2688,0.89774,ZNF681
101929206,19,23822189,23881182,315,43,595116,-0.5969300000000001,0.72472,LOC101929206
730087,19,23904882,23943967,166,32,611351,-1.3559999999999999,0.91245,ZNF726
9534,19,24023405,24139968,506,39,615190,-0.5942,0.7238100000000001,ZNF254
105376906,19,27510104,27652524,1074,40,617701,-0.35362,0.6381899999999999,LOC105376906
102724908,19,28596688,28625229,213,11,641497,1.7056,0.044043,LOC102724908
7386,19,29197260,29223229,124,24,627585,0.40202,0.34384000000000003,UQCRFS1
342865,19,29515431,29574551,387,56,632485,1.0528,0.14620999999999998,VSTM2B
10775,19,29596263,29627255,193,35,635952,-0.56613,0.71435,POP4
79156,19,29655420,29685477,121,30,621208,1.6817,0.046312,PLEKHF1
83636,19,29688886,29725789,188,34,623437,1.7095,0.043680000000000004,C19orf12
898,19,29801898,29834312,137,32,612924,-0.49013999999999996,0.68798,CCNE1
8725,19,29913644,30026612,341,41,623020,-0.73932,0.7701399999999999,URI1
9745,19,30215044,30723538,1959,238,626079,1.834,0.033326,ZNF536
101927254,19,31139950,31242298,311,37,631621,-0.25427,0.60036,LOC101927254
57616,19,31264945,31359284,332,59,624713,0.62529,0.26589,TSHZ3
