Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
S09.1 Laser destruction of lesion of skin of head or neck,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,202,394639,0.981586866202587,-1.00073448170241,,,categorical-41200-both_sexes-S091-
X59.9 Unspecified anaesthetic without surgery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,183,394658,0.981594867086803,-1.00036684856267,,,categorical-41200-both_sexes-X599-
Lecithin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,207,394576,0.981602534385985,-1.00036194207743,,,categorical-20003-both_sexes-1140911640-
F32.8 Other specified other operations on palate,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,384,394457,0.981623505677687,-1.00032789738972,,,categorical-41200-both_sexes-F328-
W45.1 Primary total prosthetic replacement of joint NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,264,394577,0.98162533194734,-1.00038498551965,,,categorical-41200-both_sexes-W451-
S14.1 Shave biopsy of lesion of skin of head or neck,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,269,394572,0.981649406371027,-1.00037185498822,,,categorical-41210-both_sexes-S141-
T67.6 Primary simple repair of tendon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,310,394531,0.981656710002426,-1.00047267766717,,,categorical-41210-both_sexes-T676-
E85.1 Invasive ventilation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,601,394240,0.981667415330681,-1.00044324838366,,,categorical-41200-both_sexes-E851-
W19.4 Primary open reduction of fracture of small bone and fixation using screw,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.981684254499381,-0.997717802172253,,,categorical-41200-both_sexes-W194-
Carbomers,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,302,394481,0.981698532674126,-1.00054838037209,,,categorical-20003-both_sexes-1141176732-
Z31.1 Pancreas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,240,394601,0.981785735990098,-1.0003321773924,,,categorical-41210-both_sexes-Z311-
E25.1 Diagnostic endoscopic examination of nasopharynx and biopsy of lesion of nasopharynx,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,281,394560,0.981787811865878,-1.00047541358476,,,categorical-41210-both_sexes-E251-
Y07.1 Ligation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,394643,0.981800385361997,-1.00047136009164,,,categorical-41210-both_sexes-Y071-
I62 Other nontraumatic intracranial haemorrhage,131364,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,564,394277,0.981800726309111,-1.00038062370291,,,icd_first_occurrence-131364-both_sexes--
Squamous cell carcinoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,475,394308,0.981802929159652,-0.993877168594086,,,categorical-20001-both_sexes-1062-
C18.6 Correction of ptosis of eyelid using aponeurosis technique,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,222,394619,0.981820287714132,-1.00036026163403,,,categorical-41200-both_sexes-C186-
T20.3 Primary repair of inguinal hernia using sutures,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,536,394305,0.98184003070881,-1.00045510418307,,,categorical-41200-both_sexes-T203-
E09.1 Excision of lesion of external nose,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,311,394530,0.981868523970122,-1.00031521351317,,,categorical-41210-both_sexes-E091-
L91.5 Insertion of tunnelled venous catheter,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,224,394617,0.981874946921187,-1.00055407692954,,,categorical-41210-both_sexes-L915-
I99 Other and unspecified disorders of circulatory system,131422,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,398,394443,0.981898521302738,-1.00046415544547,,,icd_first_occurrence-131422-both_sexes--
Pacemaker/defibrillator insertion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,739,394044,0.981918117616296,-0.989128816595492,,,categorical-20004-both_sexes-1096-
Daktacort cream,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,272,394511,0.981920963480391,-0.996068636181067,,,categorical-20003-both_sexes-1140882910-
Nicorandil,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1247,393536,0.981942375846425,-1.00038224404183,,,categorical-20003-both_sexes-1140910766-
W24.1 Closed reduction of intracapsular fracture of neck of femur and fixation using nail or screw,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,527,394314,0.981960197447873,-1.00042791159787,,,categorical-41200-both_sexes-W241-
G19.9 Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,347,394494,0.98196926699927,-1.00037718843734,,,categorical-41200-both_sexes-G199-
S57.9 Unspecified exploration of other skin of other site,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,204,394637,0.981975715124003,-1.00031206353289,,,categorical-41200-both_sexes-S579-
K60.3 Renewal of intravenous cardiac pacemaker system,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,555,394286,0.981989865054518,-0.988415933442845,,,categorical-41200-both_sexes-K603-
Salmeterol product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,238,394545,0.98199423468757,-0.992341659905596,,,categorical-20003-both_sexes-1141157264-
S27.3 Random pattern local flap of skin to head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,264,394577,0.982006743570831,-1.00055750516833,,,categorical-41210-both_sexes-S273-
I15 Secondary hypertension,131294,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,180,394661,0.982023336025936,-1.0003355611541,,,icd_first_occurrence-131294-both_sexes--
Y35.4 Introduction of radioactive substance into organ for brachytherapy NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,225,394616,0.982031600387767,-1.00039034399239,,,categorical-41210-both_sexes-Y354-
W82.1 Endoscopic total excision of semilunar cartilage,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,308,394533,0.982044192778766,-0.997849226202958,,,categorical-41200-both_sexes-W821-
Zantac 75 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,209,394574,0.982053386408573,-0.99866207363381,,,categorical-20003-both_sexes-1140916980-
S27.9 Unspecified other local flap of skin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,199,394642,0.982076868951155,-1.00067882512751,,,categorical-41210-both_sexes-S279-
Y47.2 Frontal burrhole approach to contents of cranium,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,200,394641,0.982085451419339,-1.00032353946471,,,categorical-41210-both_sexes-Y472-
Latanoprost,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,778,394005,0.982086046757522,-1.00042889855656,,,categorical-20003-both_sexes-1141146188-
U19.7 Removal of electrocardiography loop recorder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,170,394671,0.982091173694643,-1.00074616610724,,,categorical-41200-both_sexes-U197-
X48.1 Application of plaster cast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,203,394638,0.982114450249787,-0.996938653707825,,,categorical-41210-both_sexes-X481-
N00 Acute nephritic syndrome,131998,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,234,394607,0.982120622714003,-1.0004617879197,,,icd_first_occurrence-131998-both_sexes--
H30 Chorioretinal inflammation,131172,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,177,394664,0.982134836987085,-1.00039062175964,,,icd_first_occurrence-131172-both_sexes--
Amias 2mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,423,394360,0.98215193989528,-1.00031496949074,,,categorical-20003-both_sexes-1141156846-
Y49.3 Thoracotomy approach NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,211,394630,0.982171414838382,-1.00034774085371,,,categorical-41210-both_sexes-Y493-
Penicillin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,236,394547,0.982172024555589,-0.997939133326638,,,categorical-20003-both_sexes-1140882498-
Fracture patella / knee,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,251,394532,0.982182116146706,-1.00031354154194,,,categorical-20002-both_sexes-1650-
N04 Nephrotic syndrome,132006,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,242,394599,0.982246395424839,-0.997296336753439,,,icd_first_occurrence-132006-both_sexes--
G06 Intracranial and intraspinal abscess and granuloma,131004,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,221,394620,0.982246755231046,-1.00032293188002,,,icd_first_occurrence-131004-both_sexes--
Z71.6 Lower end of ulna NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,287,394554,0.982271365090702,-1.00043042917105,,,categorical-41210-both_sexes-Z716-
Pacemaker insertion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,282,394501,0.982282825004802,-1.00032910653208,,,categorical-20004-both_sexes-1548-
Y58.1 Harvest of full thickness skin from post auricular region,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,255,394586,0.982284128106631,-0.995714212237526,,,categorical-41210-both_sexes-Y581-
S23.2 Z plasty NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,473,394368,0.982285424226491,-1.0003810481925,,,categorical-41210-both_sexes-S232-
F11 Mental and behavioural disorders due to use of opioids,130856,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,185,394656,0.982346743108037,-1.00032104034255,,,icd_first_occurrence-130856-both_sexes--
W21.4 Primary intra-articular fixation of intra-articular fracture of bone NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,200,394641,0.982350939462402,-1.00052997205312,,,categorical-41200-both_sexes-W214-
J44.9 Unspecified diagnostic endoscopic retrograde examination of bile duct,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,205,394636,0.982365192214797,-1.00030902184617,,,categorical-41210-both_sexes-J449-
W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,181,394660,0.982366247161275,-1.00039351432601,,,categorical-41210-both_sexes-W201-
L70.3 Ligation of artery NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,210,394631,0.982399157709258,-0.998116947126973,,,categorical-41200-both_sexes-L703-
T62.5 Injection into bursa,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,217,394624,0.982408911824342,-0.946939486773595,,,categorical-41210-both_sexes-T625-
Fracture neck of femur / hip,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,256,394527,0.98241166342098,-1.00031521930825,,,categorical-20002-both_sexes-1648-
C85.1 Retinopexy using cryotherapy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,217,394624,0.982415155114591,-1.0003391582097,,,categorical-41200-both_sexes-C851-
T46.2 Drainage of ascites NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,341,394500,0.982448196760844,-1.00032664882307,,,categorical-41210-both_sexes-T462-
L84.4 Combined operations on recurrent long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,228,394613,0.982458917870003,-1.00036351491618,,,categorical-41200-both_sexes-L844-
Glyceryl trinitrate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1213,393570,0.982474106241337,-0.996204700027186,,,categorical-20003-both_sexes-1140860834-
"B33 Other viral diseases, not elsewhere classified",130222,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,178,394663,0.982515714087783,-1.00030071492294,,,icd_first_occurrence-130222-both_sexes--
Polymyalgia rheumatica,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,823,393960,0.982530480553442,-0.999958772676947,,,categorical-20002-both_sexes-1377-
U09.1 Computed tomography of pelvis,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.982534321354523,-1.00071138082539,,,categorical-41200-both_sexes-U091-
J86 Pyothorax,131532,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,449,394392,0.98254987118213,-0.992648397066055,,,icd_first_occurrence-131532-both_sexes--
L26.4 Aortography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,654,394187,0.982556686934033,-1.00038878305566,,,categorical-41210-both_sexes-L264-
G12 Spinal muscular atrophy and related syndromes,131016,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,416,394425,0.982558606488619,-0.997409252347536,,,icd_first_occurrence-131016-both_sexes--
Etodolac,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,284,394499,0.982579798649694,-1.00041123382626,,,categorical-20003-both_sexes-1140871188-
K63.1 Angiocardiography of combination of right and left side of heart,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1114,393727,0.982599746199473,-1.00028699998136,,,categorical-41200-both_sexes-K631-
Isosorbide mononitrate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1294,393489,0.982601246609074,-1.0003560715104,,,categorical-20003-both_sexes-1140860954-
W16.1 Multiple osteotomy and internal fixation HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,253,213360,0.982603938031852,-1.00044388985647,,,categorical-41200-both_sexes-W161-
Z86.8 Specified joint of foot NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,211,394630,0.982605515053322,-1.00035002896545,,,categorical-41210-both_sexes-Z868-
C82.6 Laser photocoagulation to lesion of retina NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,334,394507,0.982619008631172,-1.0005233454674,,,categorical-41200-both_sexes-C826-
S56.1 Debridement of skin of head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,233,394608,0.982627721769886,-1.00029774159696,,,categorical-41210-both_sexes-S561-
G72 Other myopathies,131096,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,252,394589,0.982649312651481,-1.00029929308703,,,icd_first_occurrence-131096-both_sexes--
U54.8 Other specified rehabilitation for other disorders,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,185,394656,0.982658304589568,-1.00053535700181,,,categorical-41200-both_sexes-U548-
A84.2 Electromyography,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,253,394588,0.982666344097321,-1.00033386132227,,,categorical-41200-both_sexes-A842-
U26.4 Urodynamics NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,261,394580,0.982702578747557,-1.00028299859313,,,categorical-41200-both_sexes-U264-
Trigemminal neuralgia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,169,394614,0.982729129291041,-1.00031994971886,,,categorical-20002-both_sexes-1523-
U10.3 Cardiac magnetic resonance imaging,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,168,394673,0.982732260423276,-1.00066661620875,,,categorical-41200-both_sexes-U103-
H20.1 Fibreoptic endoscopic snare resection of lesion of colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,403,394438,0.982739665521182,-1.00035630010949,,,categorical-41210-both_sexes-H201-
Prednisone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,241,394542,0.982756017751079,-1.0003015088426,,,categorical-20003-both_sexes-1140868364-
Surgery for pyloric stenosis,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,212,394571,0.982777179923297,-1.00029792673277,,,categorical-20004-both_sexes-1573-
Kidney/renal cell cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,523,394260,0.982792072207167,-1.00032240728089,,,categorical-20001-both_sexes-1034-
W32.9 Unspecified other graft of bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.982792948644847,-1.00039699908857,,,categorical-41210-both_sexes-W329-
S70.1 Avulsion of nail,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,248,394593,0.982814617601692,-1.0003524629364,,,categorical-41200-both_sexes-S701-
J38.2 Endoscopic sphincterotomy of sphincter of Oddi and insertion of tubal prosthesis into bile duct,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,282,394559,0.982817163882677,-1.00029017594293,,,categorical-41200-both_sexes-J382-
Hepacon b12 1mg/1ml injection,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,170,394613,0.982863172381399,-1.0002967831643,,,categorical-20003-both_sexes-1140858452-
W20.2 Primary open reduction of fracture of long bone and extramedullary fixation using cerclage,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,269,394572,0.982879293678743,-1.00031433126166,,,categorical-41200-both_sexes-W202-
Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,301,394482,0.982897981320965,-1.00035788925291,,,categorical-20003-both_sexes-1141151016-
Peptac liquid,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,354,394429,0.982928871799482,-1.00030946644044,,,categorical-20003-both_sexes-1141168752-
M47.1 Urethral irrigation of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,350,394491,0.982937067081519,-1.00053611670505,,,categorical-41210-both_sexes-M471-
Cimetidine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,305,394478,0.982944590046748,-1.00047802560381,,,categorical-20003-both_sexes-1140865426-
Celluvisc 1% single-use eye drops,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,284,394499,0.982945434808473,-1.00031590440026,,,categorical-20003-both_sexes-1141172918-
Mitral valve repair/replacement,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,363,394420,0.982945484118755,-1.00035990220247,,,categorical-20004-both_sexes-1100-
A54 Gonococcal infection,130092,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,203,394638,0.982958405896817,-1.00030323923673,,,icd_first_occurrence-130092-both_sexes--
S57.3 Toilet of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,275,394566,0.982974458524451,-1.00042573242828,,,categorical-41200-both_sexes-S573-
E74 Other disorders of carbohydrate metabolism,130806,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,307,394534,0.982979022192237,-0.996482966141457,,,icd_first_occurrence-130806-both_sexes--
C79.8 Other specified operations on vitreous body,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,176,394665,0.982986580595884,-1.00031400296417,,,categorical-41210-both_sexes-C798-
Calcium carbonate+cholecalciferol 1.25g/200iu tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,599,394184,0.983000181175595,-1.00031019809224,,,categorical-20003-both_sexes-1141146606-
I98 Other disorders of circulatory system in diseases classified elsewhere,131420,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,314,394527,0.983025591794448,-1.00063985729054,,,icd_first_occurrence-131420-both_sexes--
T12.3 Aspiration of pleural cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,269,394572,0.983033091151885,-1.00034214194589,,,categorical-41210-both_sexes-T123-
Y40.1 Dilation of stricture of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.983052737040302,-1.00050353687306,,,categorical-41210-both_sexes-Y401-
U54.3 Delivery of rehabilitation for stroke,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,394,394447,0.983060749242297,-1.00036494094508,,,categorical-41200-both_sexes-U543-
Amputation of leg,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,176,394607,0.983086500039256,-0.998575798526149,,,categorical-20004-both_sexes-1440-
Omacor 1g capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,485,394298,0.98311819954646,-1.00030462292927,,,categorical-20003-both_sexes-1141181868-
Co-amilofruse,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,379,394404,0.983148853658133,-1.00046607052754,,,categorical-20003-both_sexes-1140923402-
U13.6 Computed tomography of bone,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,235,394606,0.983154430352038,-1.0002774176639,,,categorical-41200-both_sexes-U136-
Z72.2 Scaphoid bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,199,394642,0.98319773985367,-1.00032168054242,,,categorical-41210-both_sexes-Z722-
Epanutin 25mg capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,271,394512,0.98320312885525,-1.00032355752267,,,categorical-20003-both_sexes-1140872112-
H10.3 Sigmoid colectomy and anastomosis NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,210,394631,0.983206194443873,-1.00034689542963,,,categorical-41200-both_sexes-H103-
Olmesartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,492,394291,0.983220003255134,-1.00028856624702,,,categorical-20003-both_sexes-1141193282-
Spiriva 18micrograms inhalation capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,572,394211,0.983246330723633,-1.00028825724634,,,categorical-20003-both_sexes-1141182632-
E63.2 Endobronchial ultrasound examination of mediastinum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,330,394511,0.983252941123531,-1.00061214908268,,,categorical-41200-both_sexes-E632-
B32.8 Other specified biopsy of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,204,213409,0.98325370334853,-1.00039109513873,,,categorical-41200-both_sexes-B328-
M02.1 Nephrectomy and excision of perirenal tissue,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,393,394448,0.983257754064123,-1.0004507211809,,,categorical-41200-both_sexes-M021-
Y76.6 Endonasal endoscopic approach to other body cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,180,394661,0.983271377686669,-1.00029236456622,,,categorical-41210-both_sexes-Y766-
T86.8 Other specified sampling of lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,244,394597,0.983276646953703,-1.00027490042569,,,categorical-41210-both_sexes-T868-
Jaundice (unknown cause),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,347,394436,0.983277182992431,-0.997147208043202,,,categorical-20002-both_sexes-1508-
X71.5 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 10,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.983281351591403,-1.00031896619694,,,categorical-41210-both_sexes-X715-
Cardiac ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,258,394525,0.983285639786359,-1.0003663783421,,,categorical-20004-both_sexes-1553-
Tiotropium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,994,393789,0.983299754182838,-1.00028213136873,,,categorical-20003-both_sexes-1141182628-
M33 Dermatopolymyositis,131896,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,175,394666,0.983307320103903,-1.00029188293276,,,icd_first_occurrence-131896-both_sexes--
H15.2 End colostomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,334,394507,0.983323458673198,-1.00034282077938,,,categorical-41210-both_sexes-H152-
H33.1 Abdominoperineal excision of rectum and end colostomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,254,394587,0.983344219576919,-1.00032992002558,,,categorical-41200-both_sexes-H331-
G44.8 Other specified other therapeutic fibreoptic endoscopic operations on upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,236,394605,0.983366583622493,-0.995824811655024,,,categorical-41200-both_sexes-G448-
C22 Malignant neoplasm of liver and intrahepatic bile ducts,C22,icd10,,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C22 Malignant neoplasm of liver and intrahepatic bile ducts,,367,394474,0.983372033472368,-1.00070898464325,,,icd10-C22-both_sexes--
Trospium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,173,394610,0.983377946000694,-1.0002814165115,,,categorical-20003-both_sexes-1141171496-
W28.1 Application of internal fixation to bone NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,281,394560,0.983384770486077,-1.00027444830541,,,categorical-41200-both_sexes-W281-
Z85.3 Talocalcaneal joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,199,394642,0.983395670817073,-1.00027974524829,,,categorical-41210-both_sexes-Z853-
L87.5 Local excision of varicose vein of leg,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,187,394654,0.983400846504363,-0.999723853565326,,,categorical-41210-both_sexes-L875-
Arthrotec 50 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,345,394438,0.98343211407204,-1.0002742129212,,,categorical-20003-both_sexes-1140927086-
Calcium+ergocalciferol tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,173,394610,0.98344378040856,-1.00028560054401,,,categorical-20003-both_sexes-1140877630-
W80.1 Open debridement and irrigation of joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,168,394673,0.983448404246581,-1.00042543709232,,,categorical-41200-both_sexes-W801-
Ipratropium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,500,394283,0.983451283016206,-1.00026683112956,,,categorical-20003-both_sexes-1140883548-
E25.1 Diagnostic endoscopic examination of nasopharynx and biopsy of lesion of nasopharynx,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,232,394609,0.983466700381508,-1.00028045285132,,,categorical-41200-both_sexes-E251-
L33.2 Clipping of aneurysm of cerebral artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.983491839230785,-1.00043807962565,,,categorical-41200-both_sexes-L332-
K59.2 Implantation of cardioverter defibrillator using two electrode leads,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,189,394652,0.983500297406233,-1.0003087742638,,,categorical-41200-both_sexes-K592-
Nasacort 55micrograms aqueous nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,180,394603,0.983509052693025,-0.99792716681098,,,categorical-20003-both_sexes-1141146508-
F13 Mental and behavioural disorders due to use of sedatives or hypnotics,130860,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,210,394631,0.983517621915174,-1.00030038861663,,,icd_first_occurrence-130860-both_sexes--
Senokot 7.5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,163,394620,0.983518927525887,-1.00042722952184,,,categorical-20003-both_sexes-1140851088-
X96.1 Immunoglobulins Band 1,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,318,394523,0.983534749181831,-0.994963491280034,,,categorical-41200-both_sexes-X961-
Nebivolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,309,394474,0.983541355793277,-1.00027920496181,,,categorical-20003-both_sexes-1141164276-
B25 Cytomegaloviral disease,130214,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,156,394685,0.983546934693241,-1.00052391480209,,,icd_first_occurrence-130214-both_sexes--
W19.9 Unspecified primary open reduction of fracture of bone and intramedullary fixation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,227,394614,0.983579146720277,-1.00032475211045,,,categorical-41200-both_sexes-W199-
