	SYMBOL	P	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT
14613	TANGO6	0.11996	16	68843553	69085182	875	51	117241	1.1752
14614	HAS3	0.0089288	16	69105564	69118719	96	21	117241	2.3686
14615	CHTF8	0.0027719	16	69118009	69132590	92	23	117241	2.7736
14616	CIRH1A	0.00036434	16	69132596	69169034	143	44	117241	3.3786
14617	SNTB2	0.00090465	16	69187147	69309052	454	52	117241	3.1199
14618	VPS4A	0.0008132	16	69311384	69325043	99	22	117241	3.1511
14619	PDF	0.00097057	16	69328621	69330595	63	14	117241	3.0991
14620	COG8	0.00086796	16	69328621	69339623	83	17	117241	3.132
14621	NIP7	0.00042608	16	69339512	69343111	66	15	117241	3.3353
14622	TMED6	0.00022891	16	69343246	69351809	96	21	117241	3.5043
14623	TERF2	0.00038522	16	69355561	69386000	165	33	117241	3.3632
14624	CYB5B	0.0064179	16	69424595	69466264	224	39	117241	2.4883
14625	NFAT5	4.2394e-07	16	69565966	69704666	480	29	117241	4.924
14626	NQO1	1.4251e-06	16	69709401	69726668	101	20	117241	4.6813
14627	NOB1	1.2776e-06	16	69741854	69754968	117	24	117241	4.7037
14628	WWP2	8.5812e-10	16	69762284	69941741	746	37	117241	6.0226
14629	CLEC18A	1.0497e-05	16	69950394	69964347	131	17	117241	4.254
14630	PDPR	0.021049	16	70113626	70162534	161	14	117241	2.0326
14631	CLEC18C	0.037769	16	70173322	70187147	43	16	117241	1.7772
14632	EXOSC6	0.00017365	16	70250231	70251930	31	16	117241	3.5772
14633	AARS	5.3097e-05	16	70252295	70289550	99	47	117241	3.876
14634	DDX19B	0.0022641	16	70289767	70333832	126	55	117241	2.8388
14635	DDX19A	5.405e-05	16	70346861	70373383	79	40	117241	3.8717
14636	ST3GAL2	0.0004333	16	70379435	70439088	140	43	117241	3.3306
14637	FUK	0.0027957	16	70454584	70480274	76	41	117241	2.7708
14638	COG4	0.0042912	16	70480569	70523554	153	47	117241	2.6283
14639	SF3B3	0.0050901	16	70523788	70577668	184	31	117241	2.5697
14640	IL34	0.0043183	16	70579895	70660684	403	45	117241	2.6261
14641	MTSS1L	0.16996	16	70661204	70686051	368	29	117241	0.95433
14642	VAC14	0.29827	16	70687439	70801166	627	65	117241	0.52937
14643	HYDIN	0.40598	16	70802084	71230722	896	62	117241	0.23791
14644	CMTR2	0.73542	16	71282300	71289606	87	20	117241	-0.62927
14645	CALB2	0.13273	16	71358713	71390438	194	29	117241	1.1136
14646	LOC102723796	0.10868	16	71429996	71442046	104	19	117241	1.2336
14647	ZNF23	0.22018	16	71447597	71462252	127	27	117241	0.7716
14648	ZNF19	0.097885	16	71474073	71489351	109	25	117241	1.2937
14649	CHST4	0.61836	16	71526120	71538590	94	23	117241	-0.30118
14650	TAT	0.052388	16	71566851	71577095	77	36	117241	1.6221
14651	MARVELD3	0.0052294	16	71626138	71641965	137	25	117241	2.5603
14652	PHLPP2	0.0072346	16	71644924	71724701	361	33	117241	2.4454
14653	AP1G1	0.017985	16	71729000	71809073	354	30	117241	2.0973
14654	ATXN1L	0.0026344	16	71845991	71857333	105	27	117241	2.7901
14655	ZNF821	0.001279	16	71859680	71884867	149	31	117241	3.0164
14656	IST1	0.0028438	16	71894408	71930639	171	32	117241	2.7653
14657	PKD1L3	0.0028485	16	71929538	71999978	389	36	117241	2.7647
14658	DHODH	0.025977	16	72008744	72025417	245	32	117241	1.9435
14659	HP	0.053411	16	72054609	72061056	104	22	117241	1.6126
14660	HPR	0.071161	16	72063226	72077246	120	24	117241	1.4672
14661	TXNL4B	0.16339	16	72084857	72094316	119	25	117241	0.98062
14662	DHX38	0.10401	16	72093665	72112912	172	36	117241	1.259
14663	PMFBP1	0.17109	16	72116698	72177002	331	33	117241	0.94988
14664	ZFHX3	0.52988	16	72782885	73058635	1197	166	117241	-0.074964
14665	C16orf47	0.00010463	16	73126638	73144447	222	52	117241	3.7076
14666	LOC101927998	0.65613	16	73609525	73811427	1062	87	117241	-0.40192
14667	PSMD7	0.0086616	16	74296775	74306288	134	31	117241	2.3798
14668	NPIPB15	0.013989	16	74375001	74392115	143	31	117241	2.1976
14669	CLEC18B	0.28259	16	74408631	74422248	66	21	117241	0.57517
14670	GLG1	0.7553	16	74447427	74607144	774	44	117241	-0.69125
14671	RFWD3	0.4075	16	74621394	74666892	375	36	117241	0.23398
14672	MLKL	0.28844	16	74671855	74701148	268	29	117241	0.55795
14673	FA2H	0.69533	16	74712955	74774831	410	72	117241	-0.51102
14674	WDR59	0.95414	16	74873568	74985123	710	73	117241	-1.6864
14675	ZNRF1	0.25222	16	74999017	75110994	510	50	117241	0.66752
14676	LDHD	0.25825	16	75111860	75116772	86	21	117241	0.64875
14677	ZFP1	8.6214e-06	16	75132509	75172234	281	38	117241	4.2979
14678	CTRB2	0.00021281	16	75204096	75207174	124	24	117241	3.5237
14679	CTRB1	1.279e-05	16	75218986	75224924	154	29	117241	4.2096
14680	BCAR1	0.0099767	16	75229030	75268053	413	36	117241	2.3272
14681	CFDP1	0.0004715	16	75293710	75433512	849	35	117241	3.307
14682	TMEM170A	0.00034094	16	75443244	75464737	229	15	117241	3.3968
14683	CHST6	0.00026357	16	75473124	75495434	230	21	117241	3.4666
14684	CHST5	0.41105	16	75528530	75535170	113	27	117241	0.22485
14685	TMEM231	0.16038	16	75538117	75556286	183	38	117241	0.99288
14686	GABARAPL2	0.074472	16	75566351	75577881	171	21	117241	1.4433
14687	ADAT1	0.074153	16	75598349	75623323	156	29	117241	1.4455
14688	KARS	0.037856	16	75627724	75647687	168	27	117241	1.7761
14689	TERF2IP	0.058141	16	75647704	75657442	143	27	117241	1.5706
14690	DUXB	0.43772	16	75693729	75701418	119	23	117241	0.15674
14691	LOC105371346	0.30514	16	75714024	75732740	171	25	117241	0.50967
14692	CNTNAP4	0.50858	16	76277278	76560884	1715	79	117241	-0.021498
14693	MON1B	0.79796	16	77190919	77199646	139	26	117241	-0.83436
14694	SYCE1L	0.7152	16	77199452	77213079	178	27	117241	-0.56864
14695	ADAMTS18	0.34799	16	77282128	77435114	1246	69	117241	0.39076
14696	NUDT7	0.030983	16	77722492	77742260	254	37	117241	1.8665
14697	VAT1L	0.36581	16	77788564	77980107	1212	138	117241	0.34296
14698	CLEC3A	0.10395	16	78022546	78032106	343	21	117241	1.2594
14699	WWOX	7.8946e-07	16	78099413	79212667	10208	462	117241	4.801
14700	MAF	0.007096	16	79212772	79600786	2687	228	117241	2.4524
14701	DYNLRB2	0.00060625	16	80540258	80550811	190	42	117241	3.2359
14702	CDYL2	0.62883	16	80597899	80805043	1288	102	117241	-0.32875
14703	CMC2	0.85801	16	80975802	81006897	412	24	117241	-1.0714
14704	CENPN	0.57565	16	81006498	81033107	408	26	117241	-0.19078
14705	ATMIN	0.322	16	81035853	81047346	230	17	117241	0.4621
14706	C16orf46	0.3834	16	81053497	81077267	207	28	117241	0.29656
14707	GCSH	0.49009	16	81081947	81096375	161	22	117241	0.024831
14708	PKD1L2	0.014389	16	81100879	81220370	1117	84	117241	2.1865
14709	BCO1	0.009507	16	81238642	81291142	521	37	117241	2.3453
14710	GAN	0.065925	16	81314966	81380198	472	57	117241	1.5068
14711	CMIP	1.4107e-06	16	81445170	81711762	1655	163	117241	4.6834
14712	PLCG2	0.63985	16	81779258	81962693	1683	144	117241	-0.35807
14713	SDR42E1	0.64513	16	81997616	82011488	180	43	117241	-0.37221
14714	HSD17B2	0.23804	16	82035237	82098534	377	38	117241	0.71263
14715	MPHOSPH6	0.07317	16	82148161	82170224	359	28	117241	1.4526
14716	CDH13	0.11617	16	82626794	83796610	8882	430	117241	1.1944
14717	HSBP1	0.24489	16	83807903	83813002	217	38	117241	0.69066
14718	MLYCD	0.084006	16	83899125	83916182	283	34	117241	1.3786
14719	LOC105371371	0.24395	16	83931236	83951460	278	32	117241	0.69366
14720	OSGIN1	0.30326	16	83953222	83966332	228	36	117241	0.51504
14721	NECAB2	0.00026211	16	83965185	84002776	487	67	117241	3.4681
14722	SLC38A8	0.0019285	16	84009667	84043097	559	51	117241	2.8896
14723	MBTPS1	0.036359	16	84053761	84116943	753	88	117241	1.7946
14724	HSDL1	0.079321	16	84122139	84145195	258	38	117241	1.4097
14725	DNAAF1	0.18364	16	84145260	84177918	241	49	117241	0.9016
14726	TAF1C	0.21508	16	84177847	84187070	134	39	117241	0.78892
14727	ADAD2	0.11349	16	84191117	84197166	169	41	117241	1.2082
14728	KCNG4	0.56153	16	84221135	84239750	349	48	117241	-0.15485
14729	LOC105376777	0.38234	16	84291444	84294838	237	60	117241	0.29934
14730	WFDC1	0.3692	16	84294706	84329851	477	85	117241	0.33397
14731	ATP2C2	0.096865	16	84368523	84464187	1177	118	117241	1.2996
14732	TLDC1	0.28679	16	84476360	84554045	1019	77	117241	0.56278
14733	COTL1	0.31787	16	84565596	84618096	634	70	117241	0.47368
14734	KLHL36	0.68856	16	84648511	84667686	210	35	117241	-0.49177
14735	USP10	1.6133e-05	16	84699949	84779922	604	63	117241	4.1569
14736	CRISPLD2	0.00025389	16	84819981	84909510	761	100	117241	3.4766
14737	ZDHHC7	0.012394	16	84974460	85011732	410	77	117241	2.2447
14738	KIAA0513	0.38887	16	85027751	85094230	634	45	117241	0.28225
14739	FAM92B	0.40449	16	85098352	85112508	255	36	117241	0.24174
14740	GSE1	0.00034248	16	85170003	85676206	2872	326	117241	3.3955
14741	GINS2	0.07368	16	85677674	85688982	206	57	117241	1.4489
14742	C16orf74	0.60333	16	85707510	85751083	321	40	117241	-0.26197
14743	EMC8	0.71974	16	85778624	85799555	188	44	117241	-0.58206
14744	COX4I1	0.6492	16	85799567	85807002	94	20	117241	-0.38317
14745	IRF8	0.1368	16	85899168	85922606	242	34	117241	1.0948
14746	FOXF1	0.039958	16	86510527	86514464	176	33	117241	1.7512
14747	MTHFSD	0.00056541	16	86530176	86555235	332	44	117241	3.2558
14748	FOXC2	0.060888	16	86567251	86568933	165	16	117241	1.5474
14749	FOXL1	0.033288	16	86578509	86581698	131	27	117241	1.8345
14750	C16orf95	0.069787	16	87302798	87317420	232	36	117241	1.4774
14751	FBXO31	0.25731	16	87326987	87392107	498	56	117241	0.65167
14752	MAP1LC3B	0.19459	16	87392195	87404774	146	33	117241	0.86111
14753	ZCCHC14	0.38115	16	87406246	87492269	550	39	117241	0.30245
14754	JPH3	0.65106	16	87601835	87698156	837	91	117241	-0.38819
14755	KLHDC4	0.14386	16	87696569	87765997	677	75	117241	1.0631
14756	LOC105371397	0.26809	16	87700832	87703017	194	38	117241	0.61861
14757	SLC7A5	0.037912	16	87830023	87869497	420	47	117241	1.7754
14758	CA5A	0.41235	16	87888019	87936569	586	45	117241	0.2215
14759	BANP	0.14161	16	87949172	88077318	958	58	117241	1.0731
14760	LOC105369246	0.12721	16	88089867	88090794	123	23	117241	1.1397
14761	ZNF469	0.64862	16	88233015	88440757	1062	76	117241	-0.3816
14762	LOC105376779	0.29394	16	88386927	88391933	67	12	117241	0.5419
14763	ZFPM1	0.68241	16	88451431	88535166	575	60	117241	-0.47445
14764	ZC3H18	0.34768	16	88570379	88631964	595	68	117241	0.3916
14765	IL17C	0.46038	16	88638593	88640474	147	29	117241	0.099469
14766	CYBA	0.4209	16	88643289	88651085	176	38	117241	0.19959
14767	MVD	0.20815	16	88651935	88663157	181	43	117241	0.81285
14768	SNAI3	0.098776	16	88677682	88686474	162	36	117241	1.2886
14769	RNF166	0.033033	16	88696495	88706421	190	54	117241	1.838
14770	CTU2	0.038904	16	88706483	88715386	189	60	117241	1.7635
14771	PIEZO1	1.4801e-07	16	88715338	88784964	626	78	117241	5.126
14772	CDT1	1.7198e-06	16	88803778	88809258	275	38	117241	4.6427
14773	APRT	1.1616e-05	16	88809469	88811934	251	46	117241	4.2313
14774	GALNS	4.4187e-07	16	88813734	88856966	510	66	117241	4.9159
14775	TRAPPC2L	2.5063e-05	16	88857098	88862678	164	38	117241	4.055
14776	PABPN1L	0.0003947	16	88862623	88870156	190	40	117241	3.3565
14777	CBFA2T3	0.0010211	16	88874855	88977199	974	69	117241	3.084
14778	LOC105371409	0.0053939	16	88925447	88930657	174	28	117241	2.5495
14779	LOC100129697	0.040728	16	88940039	88951524	187	32	117241	1.7423
14780	ACSF3	0.00031342	16	89093809	89155846	456	49	117241	3.4197
14781	CDH15	0.11036	16	89171755	89195492	324	21	117241	1.2246
14782	SLC22A31	0.14722	16	89195756	89201671	160	21	117241	1.0484
14783	ZNF778	0.14077	16	89202038	89232637	336	27	117241	1.0769
14784	LOC105376780	0.19109	16	89232741	89234453	167	21	117241	0.87389
14785	ANKRD11	0.31646	16	89267619	89490574	1147	78	117241	0.47763
14786	LOC105371414	0.63114	16	89296085	89300962	218	24	117241	-0.33488
14787	LOC100287036	0.58445	16	89321133	89325110	150	33	117241	-0.21328
14788	SPG7	0.03779	16	89508381	89557768	231	29	117241	1.7769
14789	RPL13	0.0070725	16	89560657	89566829	106	14	117241	2.4536
14790	CPNE7	0.0091231	16	89575768	89597246	201	14	117241	2.3606
14791	DPEP1	0.0083658	16	89613308	89640862	225	35	117241	2.3926
14792	CHMP1A	0.025738	16	89644431	89657785	186	37	117241	1.9475
14793	SPATA33	6.5522e-05	16	89657744	89670458	178	39	117241	3.8245
14794	CDK10	4.0491e-06	16	89672247	89696364	219	41	117241	4.4626
14795	SPATA2L	0.00089875	16	89696357	89701713	134	28	117241	3.1218
14796	LOC105371417	0.0049663	16	89701491	89703524	120	25	117241	2.5782
14797	VPS9D1	0.0017109	16	89707133	89721272	245	37	117241	2.9271
14798	ZNF276	0.0005061	16	89720195	89740925	298	33	117241	3.2871
14799	FANCA	0.0008745	16	89737551	89816658	687	54	117241	3.1298
14800	SPIRE2	0.026784	16	89817477	89871319	574	24	117241	1.9303
14801	LOC102724730	0.062991	16	89833423	89835956	184	17	117241	1.5301
14802	LOC105371419	0.017961	16	89846860	89854276	216	20	117241	2.0978
14803	TCF25	0.10362	16	89873586	89911387	323	25	117241	1.2612
14804	MC1R	0.065246	16	89917879	89920977	114	21	117241	1.5122
14805	TUBB3	0.15568	16	89922009	89936097	171	31	117241	1.0124
14806	DEF8	0.30744	16	89948697	89968060	236	22	117241	0.50313
14807	CENPBD1	0.18721	16	89969775	89972832	138	18	117241	0.88823
14808	DBNDD1	0.071947	16	90004865	90020131	244	36	117241	1.4614
14809	GAS8	0.001407	16	90019629	90044971	310	32	117241	2.9874
14810	PRDM7	1.3545e-05	16	90056566	90077339	250	42	117241	4.1966
14811	LOC105376785	0.0027927	16	90102673	90106120	147	22	117241	2.7712
14812	LOC105377825	0.084852	17	114736	133559	242	52	117241	1.3732
14813	SCGB1C2	0.092537	17	132364	139067	168	38	117241	1.3253
14814	DOC2B	0.6514	17	143688	181630	377	77	117241	-0.3891
14815	RPH3AL	0.016328	17	212389	386254	551	63	117241	2.1363
14816	LOC105371430	0.087474	17	401242	417165	196	39	117241	1.3565
14817	C17orf97	0.10608	17	410327	414666	161	31	117241	1.2476
14818	FAM101B	0.17148	17	439978	445940	121	26	117241	0.94832
14819	VPS53	0.12558	17	508668	714856	1176	70	117241	1.1475
14820	FAM57A	0.19777	17	732607	742835	283	36	117241	0.8496
14821	GEMIN4	0.24899	17	744416	752872	215	32	117241	0.67767
14822	GLOD4	0.23659	17	759309	782331	250	51	117241	0.71731
14823	RNMTL1	0.3999	17	782273	792509	254	34	117241	0.25361
14824	NXN	0.047117	17	799313	979767	1276	177	117241	1.6735
14825	TIMM22	0.41203	17	997117	1002167	153	39	117241	0.22234
14826	ABR	0.60243	17	1003518	1187322	1368	158	117241	-0.25964
14827	LOC105371478	0.27769	17	1225891	1229724	209	23	117241	0.58972
14828	BHLHA9	0.20059	17	1270564	1271271	152	35	117241	0.83953
14829	TUSC5	0.14251	17	1279663	1300987	273	37	117241	1.0691
14830	YWHAE	0.078534	17	1344540	1400375	399	72	117241	1.415
14831	CRK	0.69106	17	1421353	1456267	245	33	117241	-0.49886
14832	MYO1C	0.075	17	1464186	1492707	267	68	117241	1.4395
14833	INPP5K	4.6412e-06	17	1494575	1516888	237	60	117241	4.4332
14834	PITPNA	1.9502e-05	17	1517989	1562816	271	42	117241	4.1133
14835	SLC43A2	0.00053128	17	1569254	1630018	331	55	117241	3.2734
14836	SCARF1	0.0042325	17	1633858	1645789	161	23	117241	2.6329
14837	RILP	0.012837	17	1646150	1650098	131	19	117241	2.2311
14838	PRPF8	5.8449e-08	17	1650629	1684882	270	38	117241	5.2983
14839	TLCD2	0.036412	17	1702790	1710368	153	24	117241	1.7939
14840	WDR81	0.015371	17	1716523	1738599	204	26	117241	2.1604
14841	SERPINF2	0.051332	17	1742807	1755265	139	21	117241	1.6321
14842	SERPINF1	0.054088	17	1761965	1777565	161	23	117241	1.6064
14843	SMYD4	0.020958	17	1779535	1829881	312	56	117241	2.0343
14844	RPA1	0.25855	17	1829979	1899554	466	62	117241	0.64783
14845	RTN4RL1	0.001619	17	1934677	2025345	429	57	117241	2.9442
14846	DPH1	0.16897	17	2030137	2043431	116	14	117241	0.95824
14847	OVCA2	0.12244	17	2041983	2043431	66	14	117241	1.1629
14848	HIC1	0.058732	17	2055099	2059687	91	16	117241	1.5655
14849	SMG6	0.037542	17	2059839	2303813	1097	59	117241	1.7799
14850	SRR	0.35614	17	2303371	2325264	166	39	117241	0.36879
14851	TSR1	0.36207	17	2322678	2337384	115	29	117241	0.35293
14852	SGSM2	0.59896	17	2337512	2381074	157	40	117241	-0.25065
14853	MNT	0.36094	17	2384060	2400964	174	26	117241	0.35596
14854	METTL16	0.23339	17	2416049	2511906	577	50	117241	0.72771
14855	PAFAH1B1	0.56577	17	2593629	2685617	442	81	117241	-0.16563
14856	CLUH	0.076422	17	2689386	2711633	236	61	117241	1.4296
14857	LOC105371591	0.033731	17	2706477	2708492	139	39	117241	1.8286
14858	LOC105371592	0.023114	17	2708663	2713146	158	39	117241	1.9933
14859	LOC101928991	0.056125	17	2724411	2749562	252	38	117241	1.5882
14860	RAP1GAP2	0.22755	17	2755698	3037741	1436	179	117241	0.74695
14861	OR1D5	0.23104	17	3062669	3063607	121	30	117241	0.73541
14862	OR1D2	0.33765	17	3092058	3092996	63	16	117241	0.41888
14863	OR1G1	0.28001	17	3126505	3128253	124	16	117241	0.58281
14864	OR1A2	0.018017	17	3197517	3198448	125	14	117241	2.0965
14865	OR1A1	0.016087	17	3215621	3216550	183	11	117241	2.1422
14866	OR3A2	0.040176	17	3277890	3278974	114	14	117241	1.7486
14867	OR3A1	0.016111	17	3288318	3386209	539	31	117241	2.1416
14868	OR1E1	0.076529	17	3397466	3398410	100	27	117241	1.4288
14869	OR3A3	0.080378	17	3420424	3421666	132	28	117241	1.4025
14870	OR1E2	0.08576	17	3432870	3433841	135	25	117241	1.3673
14871	SPATA22	0.042483	17	3440011	3513852	589	76	117241	1.7226
14872	ASPA	0.033181	17	3474110	3499406	279	43	117241	1.836
14873	TRPV3	0.021288	17	3510502	3557995	389	54	117241	2.0278
14874	TRPV1	0.57636	17	3565446	3609411	380	49	117241	-0.19259
14875	SHPK	0.58596	17	3608262	3636322	310	30	117241	-0.21718
14876	CTNS	0.17001	17	3636468	3663103	263	38	117241	0.95412
14877	TAX1BP3	0.28777	17	3662893	3668679	150	22	117241	0.5599
14878	EMC6	0.33635	17	3668723	3669669	113	17	117241	0.42245
14879	P2RX5	0.077641	17	3673227	3696404	211	33	117241	1.4211
14880	ITGAE	0.79223	17	3714625	3801243	386	72	117241	-0.81417
14881	GSG2	0.80621	17	3723903	3726699	76	14	117241	-0.86402
14882	C17orf85	0.57794	17	3802160	3846251	292	48	117241	-0.19662
14883	CAMKK1	0.0094436	17	3860315	3894891	273	32	117241	2.3477
14884	P2RX1	0.037963	17	3896591	3916666	200	29	117241	1.7748
14885	ATP2A3	0.032572	17	3923869	3964464	271	27	117241	1.8443
14886	ZZEF1	0.16091	17	4004445	4143020	688	37	117241	0.99073
14887	CYB5D2	0.91027	17	4143168	4157701	105	17	117241	-1.3424
14888	ANKFY1	0.51782	17	4163371	4264008	325	28	117241	-0.044679
14889	UBE2G1	0.23562	17	4269217	4366674	746	79	117241	0.72046
14890	SPNS3	0.29036	17	4433924	4488204	457	86	117241	0.55235
14891	SPNS2	0.55778	17	4498834	4539933	291	68	117241	-0.14536
14892	MYBBP1A	0.81053	17	4538896	4555386	187	33	117241	-0.87986
14893	GGT6	0.85297	17	4556927	4560596	120	14	117241	-1.0493
14894	SMTNL2	0.95317	17	4583981	4608319	206	28	117241	-1.6764
14895	ALOX15	0.11354	17	4630919	4641665	148	31	117241	1.2079
14896	PELP1	0.011807	17	4671384	4704337	257	46	117241	2.2633
14897	ARRB2	0.016271	17	4710494	4721500	140	42	117241	2.1377
14898	MED11	0.056151	17	4731408	4733610	113	28	117241	1.5879
14899	CXCL16	0.032388	17	4733529	4739928	133	28	117241	1.8468
14900	ZMYND15	0.026228	17	4740015	4746119	126	27	117241	1.9394
14901	TM4SF5	0.0036556	17	4771892	4783211	151	25	117241	2.6823
14902	VMO1	0.0027283	17	4785285	4786434	87	22	117241	2.7788
14903	GLTPD2	0.0022951	17	4788422	4790592	107	28	117241	2.8345
14904	PSMB6	8.859e-05	17	4796144	4798503	132	34	117241	3.7495
14905	PLD2	0.00030103	17	4807101	4823432	208	37	117241	3.4307
14906	MINK1	0.0017226	17	4833340	4898061	372	48	117241	2.9249
14907	CHRNE	0.0012717	17	4897769	4903128	112	29	117241	3.0181
14908	C17orf107	0.0011396	17	4899462	4905329	110	31	117241	3.0512
14909	GP1BA	0.0034559	17	4932275	4935030	119	29	117241	2.7011
14910	SLC25A11	0.0035404	17	4937130	4940167	106	21	117241	2.693
14911	RNF167	0.0020749	17	4940033	4945222	125	22	117241	2.8665
14912	PFN1	0.0022789	17	4945650	4949086	107	20	117241	2.8367
14913	ENO3	0.00072097	17	4949182	4957131	134	24	117241	3.1861
14914	SPAG7	0.0016866	17	4959226	4967837	159	25	117241	2.9315
14915	CAMTA2	0.0051885	17	4967992	4987673	206	31	117241	2.563
14916	INCA1	0.026237	17	4988130	4997922	130	33	117241	1.9392
14917	KIF1C	0.066931	17	4997948	5028399	216	46	117241	1.499
14918	SLC52A1	0.36191	17	5032602	5035458	95	22	117241	0.35336
14919	ZFP3	0.60403	17	5078459	5096374	117	27	117241	-0.26379
14920	LOC105376798	0.48813	17	5094894	5111791	125	30	117241	0.029768
14921	ZNF232	0.40485	17	5105734	5123102	136	24	117241	0.24081
14922	USP6	0.10256	17	5116438	5175032	369	38	117241	1.2671
14923	ZNF594	0.10818	17	5179535	5191883	197	33	117241	1.2362
14924	SCIMP	0.27563	17	5208920	5234860	204	36	117241	0.59586
14925	RABEP1	0.097138	17	5282263	5386340	637	36	117241	1.298
14926	NUP88	0.28871	17	5386026	5419739	328	25	117241	0.55717
14927	RPAIN	0.62286	17	5419641	5433020	267	22	117241	-0.313
14928	C1QBP	0.45817	17	5432779	5439151	220	11	117241	0.10505
14929	DHX33	0.40066	17	5440912	5469060	336	15	117241	0.25163
14930	DERL2	0.27454	17	5471251	5486512	166	34	117241	0.59915
14931	MIS12	0.24458	17	5486374	5490814	108	28	117241	0.69165
14932	LOC728392	0.12994	17	5499427	5500999	71	20	117241	1.1267
14933	NLRP1	0.50454	17	5501399	5584512	516	49	117241	-0.011382
14934	WSCD1	0.29674	17	6069106	6124427	382	49	117241	0.53381
14935	AIPL1	0.0035747	17	6423737	6435199	130	22	117241	2.6898
14936	FAM64A	0.034691	17	6444205	6451065	116	23	117241	1.8159
14937	PITPNM3	2.157e-05	17	6450344	6556557	524	35	117241	4.09
14938	KIAA0753	0.078853	17	6578151	6641744	338	61	117241	1.4128
14939	TXNDC17	0.064011	17	6640902	6644541	92	15	117241	1.5219
14940	MED31	0.13257	17	6643313	6651634	129	13	117241	1.1143
14941	C17orf100	0.16805	17	6651739	6653298	103	11	117241	0.9619
14942	SLC13A5	0.33948	17	6684713	6713421	271	28	117241	0.41388
14943	XAF1	0.27884	17	6755572	6775647	149	24	117241	0.58629
14944	FBXO39	0.22637	17	6776175	6796474	141	36	117241	0.75084
14945	TEKT1	0.17731	17	6797993	6831741	192	41	117241	0.92565
14946	ALOX12	0.83375	17	6994196	7010754	256	28	117241	-0.96909
14947	RNASEK	0.58856	17	7012417	7014533	168	29	117241	-0.22385
14948	C17orf49	0.51257	17	7014737	7017524	161	31	117241	-0.031523
14949	BCL6B	0.2932	17	7023050	7029642	142	31	117241	0.54406
14950	SLC16A13	0.21392	17	7036075	7040121	108	32	117241	0.79289
14951	SLC16A11	0.23336	17	7041617	7044400	115	32	117241	0.72781
14952	CLEC10A	0.46416	17	7074537	7080601	90	27	117241	0.089958
14953	ASGR2	0.012877	17	7101322	7115522	105	35	117241	2.2299
14954	ASGR1	0.27395	17	7173431	7179564	81	20	117241	0.60091
14955	DLG4	0.019032	17	7189890	7220050	194	45	117241	2.0742
14956	ACADVL	0.045946	17	7217125	7225267	121	29	117241	1.6855
14957	DVL2	0.027573	17	7225342	7234548	123	28	117241	1.9177
14958	PHF23	0.025676	17	7235028	7239717	87	22	117241	1.9485
14959	GABARAP	0.021074	17	7240419	7242434	88	23	117241	2.0321
14960	CTDNEP1	0.030185	17	7243587	7251940	94	28	117241	1.8781
14961	ELP5	0.088644	17	7252053	7259940	85	34	117241	1.3492
14962	CLDN7	0.14354	17	7259903	7263193	80	28	117241	1.0645
14963	SLC2A4	0.072766	17	7281735	7288048	117	26	117241	1.4555
14964	YBX2	0.0044631	17	7288252	7294557	104	27	117241	2.6149
14965	EIF5A	6.5344e-05	17	7306999	7312463	82	26	117241	3.8252
14966	GPS2	0.00033726	17	7312659	7315339	69	25	117241	3.3997
14967	NEURL4	4.1783e-07	17	7315632	7329319	105	34	117241	4.9268
14968	ACAP1	2.5813e-14	17	7336511	7351478	106	25	117241	7.5277
14969	KCTD11	5e-10	17	7351889	7354944	66	14	117241	6.1094
14970	TMEM95	9.4369e-15	17	7355134	7357219	67	15	117241	7.6581
14971	TNK1	5e-10	17	7380559	7389774	147	15	117241	6.1094
14972	PLSCR3	5e-10	17	7389727	7394843	141	13	117241	6.1094
14973	TMEM256	5e-10	17	7402974	7404131	108	13	117241	6.1094
14974	NLGN2	5e-10	17	7408183	7419864	155	19	117241	6.1094
14975	SPEM1	1.5876e-14	17	7420360	7421632	116	17	117241	7.591
14976	C17orf74	2.7608e-12	17	7424881	7427568	110	13	117241	6.8915
14977	TMEM102	5e-10	17	7428825	7437679	155	22	117241	6.1094
14978	FGF11	5e-10	17	7438273	7444932	134	23	117241	6.1094
14979	CHRNB1	2.5091e-14	17	7445087	7457613	157	29	117241	7.5314
14980	ZBTB4	1.8453e-09	17	7459366	7484249	170	38	117241	5.8975
14981	SLC35G6	8.0838e-07	17	7481402	7483064	74	22	117241	4.7962
14982	POLR2A	6.0326e-07	17	7484379	7514618	146	35	117241	4.8546
14983	TNFSF12	0.051142	17	7549058	7557890	139	10	117241	1.6339
14984	TNFSF12-TNFSF13	0.010415	17	7549058	7561608	165	15	117241	2.3111
14985	TNFSF13	0.00018127	17	7558292	7561608	102	18	117241	3.5659
14986	SENP3	9.8877e-09	17	7561992	7571969	117	30	117241	5.614
14987	EIF4A1	1.6157e-06	17	7572706	7579006	115	29	117241	4.6555
14988	CD68	2.3831e-05	17	7579487	7582111	97	26	117241	4.0668
14989	LOC102724164	0.0027588	17	7582170	7583814	83	21	117241	2.7751
14990	MPDU1	0.0063085	17	7583647	7588212	104	22	117241	2.4944
14991	SOX15	0.026594	17	7588180	7590170	98	19	117241	1.9334
14992	FXR2	0.1385	17	7591230	7614897	181	34	117241	1.0871
14993	SHBG	0.050115	17	7614064	7633383	163	43	117241	1.6437
