Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
H15 Disorders of sclera,131148,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1011,393830,0.663728063880361,-0.107251626279103,,,icd_first_occurrence-131148-both_sexes--
Mean ICVF in fornix on FA skeleton,25349,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.663787513930782,-0.0253688326715558,,,continuous-25349-both_sexes--irnt
M76.4 Endoscopic dilation of urethra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,592,394249,0.663839951658379,0.139785009939392,,,categorical-41210-both_sexes-M764-
S41.1 Primary suture of skin of head or neck NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,423,394418,0.663863348707737,0.166503148574461,,,categorical-41200-both_sexes-S411-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,5504,207129,0.664180141921282,0.0457154043555413,,,categorical-6153-both_sexes-5-
Irbesartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2824,391959,0.66445032505796,-0.0642561126031161,,,categorical-20003-both_sexes-1141152998-
Thyroiditis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,191,394592,0.66446772654893,0.242654122233175,,,categorical-20002-both_sexes-1428-
L56 Other acute skin changes due to ultraviolet radiation,131766,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,512,394329,0.665124029996271,-0.151890163682727,,,icd_first_occurrence-131766-both_sexes--
Mean FA in genu of corpus callosum on FA skeleton,25058,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.665429172378718,0.0246184204461691,,,continuous-25058-both_sexes--irnt
Z57.8 Specified muscle of hip or thigh NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,192,394649,0.665478713615244,0.241659966680444,,,categorical-41210-both_sexes-Z578-
Mean OD in superior cerebellar peduncle on FA skeleton (right),25404,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.665611294301489,-0.0244724219707016,,,continuous-25404-both_sexes--irnt
Chronic obstructive airways disease/copd,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1398,393385,0.665753585313159,0.0905201812240574,,,categorical-20002-both_sexes-1112-
Large bowel cancer/colorectal cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,558,394225,0.665759000347927,-0.142062686996579,,,categorical-20001-both_sexes-1020-
F24.1 Biopsy of lesion of tongue,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,174,394667,0.667106981831172,-0.262896829038429,,,categorical-41210-both_sexes-F241-
R21.5 Low forceps cephalic delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,367,213246,0.667141290405295,0.178396873677583,,,categorical-41200-both_sexes-R215-
Mean L2 in superior corona radiata on FA skeleton (left),25273,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.66734111027945,-0.0254174991849537,,,continuous-25273-both_sexes--irnt
Z36.4 Brachial artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,189,394652,0.667781326318549,0.239824590258594,,,categorical-41210-both_sexes-Z364-
E63.1 Diagnostic endoscopic examination of mediastinum and biopsy of lesion of mediastinum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,162,394679,0.668133353564528,-0.262477883757143,,,categorical-41200-both_sexes-E631-
Z73.2 Metacarpal NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,421,394420,0.668183523948164,0.163661996917524,,,categorical-41210-both_sexes-Z732-
G16.9 Unspecified diagnostic fibreoptic endoscopic examination of oesophagus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,644,394197,0.668550816092641,-0.133941651342721,,,categorical-41210-both_sexes-G169-
G54 Nerve root and plexus disorders,131070,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,968,393873,0.668568382591953,0.106269547000088,,,icd_first_occurrence-131070-both_sexes--
Weighted-mean MO in tract forceps minor,25553,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.66886888252703,-0.0251821423198273,,,continuous-25553-both_sexes--irnt
W87.9 Unspecified diagnostic endoscopic examination of knee joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,253,394588,0.66888516850934,0.210942700784822,,,categorical-41210-both_sexes-W879-
H48.2 Excision of skin tag of anus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,764,394077,0.668894269428008,-0.120974479997235,,,categorical-41210-both_sexes-H482-
E51.9 Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,249,394592,0.669061332586643,0.211128014592383,,,categorical-41210-both_sexes-E519-
F18.1 Enucleation of dental cyst of jaw,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,201,394640,0.669280456237885,0.238049376256909,,,categorical-41210-both_sexes-F181-
Median T2star in caudate (right),25029,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,16739,,0.669369455875547,0.0248708274392577,,,continuous-25029-both_sexes--irnt
Age at death,40007,continuous,,Health-related outcomes > Death register,,11391,,0.669375884591027,-0.0124610128661064,,,continuous-40007-both_sexes--irnt
C43 Malignant melanoma of skin,C43,icd10,,Chapter II Neoplasms | C43-C44 Melanoma and other malignant neoplasms of skin | C43 Malignant melanoma of skin,,2024,392817,0.669721855049895,-0.0735566653047544,,,icd10-C43-both_sexes--
B01 Varicella [chickenpox],130176,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9631,385210,0.669835828598418,-0.0344878201970963,,,icd_first_occurrence-130176-both_sexes--
Z77.9 Tibia NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,572,394269,0.670043785310134,-0.140815982534755,,,categorical-41210-both_sexes-Z779-
Mean L1 in superior corona radiata on FA skeleton (left),25225,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.670091582649901,-0.0238812554280478,,,continuous-25225-both_sexes--irnt
E25.3 Diagnostic endoscopic examination of nasopharynx NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,314,394527,0.670107686103527,-0.192787084787933,,,categorical-41210-both_sexes-E253-
Mean ISOVF in medial lemniscus on FA skeleton (right),25448,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.67011270384992,-0.0247261081596043,,,continuous-25448-both_sexes--irnt
Mean FA in superior cerebellar peduncle on FA skeleton (right),25068,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.670219314810984,0.0251112105527657,,,continuous-25068-both_sexes--irnt
"Raynaud's phenomenon/disease",20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,418,394365,0.670227431450786,-0.160253436096496,,,categorical-20002-both_sexes-1561-
"F53 Mental and behavioural disorders associated with the puerperium, not elsewhere classified",130924,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1031,212582,0.670401330005791,0.102753047609912,,,icd_first_occurrence-130924-both_sexes--
M53.8 Other specified vaginal operations to support outlet of female bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,213415,0.670415237434608,0.237049079133544,,,categorical-41210-both_sexes-M538-
U07.3 Plain x-ray of chest,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,187,394654,0.670457334991202,-0.261297089910121,,,categorical-41200-both_sexes-U073-
E08.1 Polypectomy of internal nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2038,392803,0.670912087790361,0.0737332374442346,,,categorical-41200-both_sexes-E081-
Mean FA in posterior limb of internal capsule on FA skeleton (left),25075,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.67100934415396,0.0253477859474446,,,continuous-25075-both_sexes--irnt
Frequency of difficulty controlling worry during worst period of anxiety,20537,continuous,,Online follow-up > Mental health > Anxiety,,39226,,0.671297072702102,-0.0117730369097514,,,continuous-20537-both_sexes--
M84 Disorders of continuity of bone,131970,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2765,392076,0.671687721275949,-0.0644140315047696,,,icd_first_occurrence-131970-both_sexes--
Y98.4 Radiology of four body areas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1040,393801,0.672660759677975,0.102236287248832,,,categorical-41210-both_sexes-Y984-
Coronary angioplasty (ptca) +/- stent,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4145,390638,0.672859574932832,-0.0514974278507291,,,categorical-20004-both_sexes-1070-
Q09.2 Open myomectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,163,213450,0.672929775015097,-0.258983651347685,,,categorical-41200-both_sexes-Q092-
L88.2 Radiofrequency ablation of varicose vein of leg,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,572,394269,0.673077527243952,-0.138968414430919,,,categorical-41200-both_sexes-L882-
F12.1 Apicectomy of tooth,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1033,393808,0.673147983523015,0.101615983059214,,,categorical-41200-both_sexes-F121-
N45 Orchitis and epididymitis,132082,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2136,179092,0.673189331348508,-0.0736828974537156,,,icd_first_occurrence-132082-both_sexes--
F38.2 Excision of lesion of mouth NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,504,394337,0.673646143240776,-0.147093511088467,,,categorical-41200-both_sexes-F382-
X40.3 Haemodialysis NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,308,394533,0.673763222358476,-0.190404525459522,,,categorical-41210-both_sexes-X403-
Beconase 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2636,392147,0.673894232329884,0.0644225890953703,,,categorical-20003-both_sexes-1140876136-
C90.8 Other specified local anaesthetics for ophthalmology procedures,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,290,394551,0.67398037112581,-0.190660565714053,,,categorical-41210-both_sexes-C908-
T20.3 Primary repair of inguinal hernia using sutures,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,536,394305,0.674020144205774,0.142325967527271,,,categorical-41200-both_sexes-T203-
IBDColectomy custom,IBDColectomy_custom,categorical,,Autoimmune/inflammatory,,312,3992,0.67433497701408,-0.227700063702161,,,categorical-IBDColectomy_custom-both_sexes--custom
IBDColectomy custom,IBDColectomy_custom,categorical,,Autoimmune/inflammatory,,312,3992,0.67433497701408,-0.227700063702161,,,categorical-IBDColectomy_custom-both_sexes--custom
W85.1 Endoscopic removal of loose body from knee joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,481,394360,0.674362192066996,0.150656497880701,,,categorical-41200-both_sexes-W851-
Lipoprotein A,30790,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,299759,,0.674585399858217,0.00592175890304745,,,continuous-30790-both_sexes--irnt
Mean L3 in sagittal stratum on FA skeleton (right),25326,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.674976116815557,-0.0243162406741168,,,continuous-25326-both_sexes--irnt
C19 Malignant neoplasm of rectosigmoid junction,C19,icd10,,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C19 Malignant neoplasm of rectosigmoid junction,,774,394067,0.675461507604103,-0.119667521014902,,,icd10-C19-both_sexes--
Q51 Congenital malformations of uterus and cervix,132518,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,251,213362,0.675600278493749,0.205872223302431,,,icd_first_occurrence-132518-both_sexes--
Z82.9 Joint of wrist or hand NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1044,393797,0.676031380176372,0.101252506258825,,,categorical-41210-both_sexes-Z829-
C90.4 Peribulbar anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,603,394238,0.676232876652417,-0.130269090373557,,,categorical-41210-both_sexes-C904-
Y84.8 Other specified other anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1750,393091,0.676268703887057,0.0773346100839573,,,categorical-41210-both_sexes-Y848-
Squint correction,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5272,389511,0.677232316559848,0.0445750792832947,,,categorical-20004-both_sexes-1491-
W45.1 Primary total prosthetic replacement of joint NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,264,394577,0.677274893012996,0.205054620791864,,,categorical-41200-both_sexes-W451-
K40.2 Saphenous vein graft replacement of two coronary arteries,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,307,394534,0.677365261177704,-0.188535174580006,,,categorical-41200-both_sexes-K402-
K64 Haemorrhoids and perianal venous thrombosis,131650,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,26662,368179,0.677440427835192,-0.0203243560846563,,,icd_first_occurrence-131650-both_sexes--
Z50.5 Skin of foot NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1271,393570,0.67754704492629,-0.092118528581025,,,categorical-41210-both_sexes-Z505-
Radical prostatectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1262,179933,0.677800335658764,-0.0915351425603066,,,categorical-20004-both_sexes-1208-
K74 Fibrosis and cirrhosis of liver,131666,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1405,393436,0.677864791083448,-0.0864706361313081,,,icd_first_occurrence-131666-both_sexes--
"Forced expiratory volume in 1-second (FEV1), Best measure",20150,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,297213,,0.67790057973484,-0.00420595784960918,,,continuous-20150-both_sexes--irnt
Colofac-100 tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,496,394287,0.67800248515923,-0.145559774374497,,,categorical-20003-both_sexes-1141167334-
Y14.9 Unspecified placement of stent in organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,225,394616,0.678022736702832,-0.214045454366252,,,categorical-41210-both_sexes-Y149-
X30.8 Other specified injection of therapeutic substance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,354,394487,0.678060602982965,0.169871115906677,,,categorical-41210-both_sexes-X308-
Fracture finger,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,407,394376,0.678266074630082,-0.1566878970518,,,categorical-20002-both_sexes-1639-
valine,valine,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94972,,0.678340908774465,0.010864934476669,,,continuous-valine-both_sexes--custom
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right),25364,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.678353374862606,0.0247603688668686,,,continuous-25364-both_sexes--irnt
J41.1 Endoscopic retrograde extraction of calculus from bile duct,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,166,394675,0.678474372205311,-0.254075319192261,,,categorical-41200-both_sexes-J411-
L91.5 Insertion of tunnelled venous catheter,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,224,394617,0.679212146616282,-0.213962580690859,,,categorical-41210-both_sexes-L915-
Mean ISOVF in cingulum hippocampus on FA skeleton (right),25476,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.680146681363252,-0.0238404044458082,,,continuous-25476-both_sexes--irnt
Rizatriptan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,300,394483,0.680166105231535,0.183793926031886,,,categorical-20003-both_sexes-1141167932-
"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",132312,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1858,211755,0.680187850939893,0.0755134758754563,,,icd_first_occurrence-132312-both_sexes--
K05 Gingivitis and periodontal diseases,131562,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1389,393452,0.680196107730234,0.0857509678789678,,,icd_first_occurrence-131562-both_sexes--
Chronic fatigue syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1764,393019,0.680346308620907,0.077091664894515,,,categorical-20002-both_sexes-1482-
U05.2 Magnetic resonance imaging of head,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1824,393017,0.680713743840978,-0.0755590461853466,,,categorical-41200-both_sexes-U052-
Y22.1 Aspiration of haematoma of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,564,394277,0.680799856399105,-0.136318526785089,,,categorical-41210-both_sexes-Y221-
Z49.9 Skin of trunk NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,231,394610,0.681137959705075,-0.211429177234265,,,categorical-41210-both_sexes-Z499-
N41 Inflammatory diseases of prostate,132074,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3274,177954,0.682251331783848,0.0560660518761036,,,icd_first_occurrence-132074-both_sexes--
Cone biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3387,210201,0.682334865180776,0.0546107254187433,,,categorical-20004-both_sexes-1512-
Valsartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1875,392908,0.682536506134647,-0.0736891521281975,,,categorical-20003-both_sexes-1141145660-
L92 Granulomatous disorders of skin and subcutaneous tissue,131826,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1378,393463,0.682687147125144,-0.085567749078805,,,icd_first_occurrence-131826-both_sexes--
Mean MD in anterior limb of internal capsule on FA skeleton (right),25120,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.682891334599334,-0.022367314906826,,,continuous-25120-both_sexes--irnt
A84.1 Electroencephalography NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,195,394646,0.683156394928196,0.226664881553191,,,categorical-41210-both_sexes-A841-
W37.1 Primary total prosthetic replacement of hip joint using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4727,390114,0.683656389922523,0.0468810041837814,,,categorical-41200-both_sexes-W371-
Z94.1 Bilateral operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,23250,371591,0.68366429112003,-0.0282842224207537,,,categorical-41210-both_sexes-Z941-
"N49 Inflammatory disorders of male genital organs, not elsewhere classified",132090,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,376,180852,0.684027657012122,-0.167532561322564,,,icd_first_occurrence-132090-both_sexes--
Escitalopram,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,697,394086,0.684102772545072,-0.121351378421394,,,categorical-20003-both_sexes-1141180212-
L63.1 Percutaneous transluminal angioplasty of femoral artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,510,394331,0.684235850457594,-0.143812182775974,,,categorical-41200-both_sexes-L631-
I36 Nonrheumatic tricuspid valve disorders,131326,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,166,394675,0.684563058322659,-0.250185134148366,,,icd_first_occurrence-131326-both_sexes--
S45.6 Removal of foreign body from skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,206,394635,0.684623447354631,0.225573853583867,,,categorical-41200-both_sexes-S456-
Malabsorption/coeliac disease,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1725,393058,0.68484295471929,0.0738609464232351,,,categorical-20002-both_sexes-1456-
L51 Erythema multiforme,131756,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,237,394604,0.685199665996171,-0.218041249215785,,,icd_first_occurrence-131756-both_sexes--
L86.1 Injection of sclerosing substance into varicose vein of leg NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,372,394469,0.685343507863274,0.165700194462741,,,categorical-41200-both_sexes-L861-
M53.8 Other specified vaginal operations to support outlet of female bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,901,212712,0.685851467641474,-0.106401082737712,,,categorical-41200-both_sexes-M538-
L85.1 Ligation of long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4510,390331,0.686040544513684,0.0471072135170531,,,categorical-41200-both_sexes-L851-
G21.1 Intubation of oesophagus for pH manometry,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1136,393705,0.686188393367639,-0.0939771702967132,,,categorical-41200-both_sexes-G211-
Y41.1 Examination of organ under anaesthetic NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,334,394507,0.686258336032105,0.179915423006342,,,categorical-41210-both_sexes-Y411-
W15.4 Osteotomy of head of metatarsal bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,200,394641,0.686427744286971,0.224083408683337,,,categorical-41210-both_sexes-W154-
A64.2 Primary repair of peripheral nerve NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,378,394463,0.687135524453019,0.164853268712827,,,categorical-41200-both_sexes-A642-
Mirtazapine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1052,393731,0.687159390077439,0.0967873922536051,,,categorical-20003-both_sexes-1141152732-
Multivitamins capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,307,394476,0.688387385141047,-0.182563836222402,,,categorical-20003-both_sexes-1140909766-
Z12.4 Plantar nerve,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,934,393907,0.688721025036509,-0.101436314837654,,,categorical-41210-both_sexes-Z124-
Sodium valproate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,365,394418,0.689029717633446,-0.16484966727179,,,categorical-20003-both_sexes-1140872198-
Pancreas surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,228,394555,0.689178081984013,-0.207130237643615,,,categorical-20004-both_sexes-1452-
Y58.1 Harvest of full thickness skin from post auricular region,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,255,394586,0.68927860458154,0.195776646123724,,,categorical-41210-both_sexes-Y581-
Varicose veins,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1445,393338,0.689482647696059,-0.0797844519090999,,,categorical-20002-both_sexes-1494-
Ever self-harmed,20480,categorical,,Online follow-up > Mental health > Self-harm behaviours,,5495,122440,0.690781664660091,0.0424647131864733,,,categorical-20480-both_sexes--
G16.1 Diagnostic fibreoptic endoscopic examination of oesophagus and biopsy of lesion of oesophagus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,230,394611,0.690793070135289,-0.205244824090888,,,categorical-41200-both_sexes-G161-
Volume of grey matter in Pallidum (left),25884,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.690910948669096,0.021830715005584,,,continuous-25884-both_sexes--irnt
Pregabalin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,819,393964,0.691115690347105,0.108000953781621,,,categorical-20003-both_sexes-1141200004-
Trimovate ointment,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,238,394545,0.691134178303806,-0.205167020942677,,,categorical-20003-both_sexes-1140884700-
I21 Acute myocardial infarction,131298,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,14839,380002,0.691637531754077,-0.0256466129142679,,,icd_first_occurrence-131298-both_sexes--
H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,294,394547,0.691780277646,-0.18016900951902,,,categorical-41200-both_sexes-H258-
Weighted-mean L3 in tract parahippocampal part of cingulum (left),25629,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.691832709123525,0.0231977886864163,,,continuous-25629-both_sexes--irnt
Volume of grey matter in Ventral Striatum (left),25890,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.692353250660831,0.0202470368644566,,,continuous-25890-both_sexes--irnt
L84.4 Combined operations on recurrent long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,228,394613,0.692425094838067,-0.204854719093927,,,categorical-41200-both_sexes-L844-
Z85.4 Talonavicular joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,296,394545,0.692618138433891,-0.179638220976233,,,categorical-41210-both_sexes-Z854-
I42 Cardiomyopathy,131338,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1833,393008,0.692774887701507,0.0724836428768833,,,icd_first_occurrence-131338-both_sexes--
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,12590,381405,0.693534917026151,-0.0275432060137456,,,categorical-6150-both_sexes-2-
Weighted-mean MD in tract cingulate gyrus part of cingulum (left),25519,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.693594684977286,-0.0233556142243006,,,continuous-25519-both_sexes--irnt
W15.8 Other specified division of bone of foot,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,462,213151,0.693668398125171,0.140768178002549,,,categorical-41210-both_sexes-W158-
W06.8 Other specified total excision of bone,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,939,393902,0.693892561673782,-0.100327849207176,,,categorical-41200-both_sexes-W068-
Q16.8 Other specified other vaginal operations on uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,314,213299,0.694663571757871,0.174170013115399,,,categorical-41200-both_sexes-Q168-
Chondroitin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5103,389680,0.694672500042683,0.0432592611056115,,,categorical-20003-both_sexes-1187-
Weighted-mean OD in tract superior thalamic radiation (right),25701,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.69558165018018,0.0217607214426537,,,continuous-25701-both_sexes--irnt
Renal/kidney transplant,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,263,394520,0.696045555458128,0.191423962924172,,,categorical-20004-both_sexes-1195-
Pizotifen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,597,394186,0.696148297906517,0.125194387279113,,,categorical-20003-both_sexes-1140883664-
X72.2 Delivery of complex parenteral chemotherapy for neoplasm at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2091,392750,0.697666743466194,-0.0678853456888813,,,categorical-41210-both_sexes-X722-
